club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
Zenit St. Petersburg,Malcom,22,Right Winger,Barcelona,£36.00m,in,Summer,36,Premier Liga,2019,2019/2020
Zenit St. Petersburg,Douglas Santos,25,Left-Back,Hamburger SV,£11.70m,in,Summer,11.7,Premier Liga,2019,2019/2020
Zenit St. Petersburg,Vyacheslav Karavaev,24,Right-Back,Vitesse,£7.20m,in,Summer,7.2,Premier Liga,2019,2019/2020
Zenit St. Petersburg,Aleksey Sutormin,25,Right Winger,Rubin Kazan,£2.70m,in,Summer,2.7,Premier Liga,2019,2019/2020
Zenit St. Petersburg,Danil Krugovoy,21,Left-Back,Ufa,£1.80m,in,Summer,1.8,Premier Liga,2019,2019/2020
Zenit St. Petersburg,Yordan Osorio,25,Centre-Back,FC Porto,Loan fee:£900Th.,in,Summer,0.9,Premier Liga,2019,2019/2020
Zenit St. Petersburg,Aleksandr Vasyutin,24,Goalkeeper,Sarpsborg 08,£630Th.,in,Summer,0.63,Premier Liga,2019,2019/2020
Zenit St. Petersburg,Leon Musaev,20,Defensive Midfield,Zenit 2 S-Pb,-,in,Summer,0,Premier Liga,2019,2019/2020
Zenit St. Petersburg,Dmitri Poloz,27,Centre-Forward,Rubin Kazan,"End of loanJun 30, 2019",in,Summer,0,Premier Liga,2019,2019/2020
Zenit St. Petersburg,Ibragim Tsallagov,28,Defensive Midfield,Rubin Kazan,"End of loanJun 30, 2019",in,Summer,0,Premier Liga,2019,2019/2020
Zenit St. Petersburg,Andrey Panyukov,24,Centre-Forward,Ural,"End of loanJun 30, 2019",in,Summer,0,Premier Liga,2019,2019/2020
Zenit St. Petersburg,Egor Baburin,25,Goalkeeper,Rubin Kazan,"End of loanJun 30, 2019",in,Summer,0,Premier Liga,2019,2019/2020
Zenit St. Petersburg,Ivan Novoseltsev,27,Centre-Back,Rostov,"End of loanJun 30, 2019",in,Summer,0,Premier Liga,2019,2019/2020
Zenit St. Petersburg,Yuri Lodygin,29,Goalkeeper,Olympiacos,"End of loanJun 30, 2019",in,Summer,0,Premier Liga,2019,2019/2020
Zenit St. Petersburg,Miha Mevlja,29,Centre-Back,Rostov,"End of loanJun 30, 2019",in,Summer,0,Premier Liga,2019,2019/2020
Zenit St. Petersburg,Luka Djordjevic,24,Centre-Forward,Arsenal Tula,"End of loanJun 30, 2019",in,Summer,0,Premier Liga,2019,2019/2020
Zenit St. Petersburg,Miha Mevlja,29,Centre-Back,Sochi,£3.60m,out,Summer,3.6,Premier Liga,2019,2019/2020
