club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
FC Barcelona,Arda Turan,28,Left Winger,Atlético Madrid,£30.60m,in,Summer,30.6,Primera Division,2015,2015/2016
FC Barcelona,Aleix Vidal,25,Right-Back,Sevilla FC,£15.30m,in,Summer,15.3,Primera Division,2015,2015/2016
FC Barcelona,Sandro Ramírez,19,Centre-Forward,Barcelona B,-,in,Summer,0,Primera Division,2015,2015/2016
FC Barcelona,Munir El Haddadi,19,Centre-Forward,Barcelona B,-,in,Summer,0,Primera Division,2015,2015/2016
FC Barcelona,Alen Halilovic,19,Attacking Midfield,Barcelona B,-,in,Summer,0,Primera Division,2015,2015/2016
FC Barcelona,Alex Song,27,Defensive Midfield,West Ham,"End of loanJun 30, 2015",in,Summer,0,Primera Division,2015,2015/2016
FC Barcelona,Gerard Deulofeu,21,Left Winger,Sevilla FC,"End of loanJun 30, 2015",in,Summer,0,Primera Division,2015,2015/2016
FC Barcelona,Ibrahim Afellay,29,Left Midfield,Olympiacos,"End of loanJun 30, 2015",in,Summer,0,Primera Division,2015,2015/2016
FC Barcelona,Denis Suárez,21,Attacking Midfield,Sevilla FC,"End of loanAug 28, 2015",in,Summer,0,Primera Division,2015,2015/2016
FC Barcelona,Pedro,28,Right Winger,Chelsea,£24.30m,out,Summer,24.3,Primera Division,2015,2015/2016
FC Barcelona,Gerard Deulofeu,21,Left Winger,Everton,£5.40m,out,Summer,5.4,Primera Division,2015,2015/2016
FC Barcelona,Denis Suárez,21,Attacking Midfield,Villarreal,£3.60m,out,Summer,3.6,Primera Division,2015,2015/2016
FC Barcelona,Martín Montoya,24,Right-Back,Inter,Loan fee:£1.17m,out,Summer,1.17,Primera Division,2015,2015/2016
FC Barcelona,Xavi,35,Central Midfield,Al-Sadd SC,free transfer,out,Summer,NA,Primera Division,2015,2015/2016
FC Barcelona,Ibrahim Afellay,29,Left Midfield,Stoke City,free transfer,out,Summer,NA,Primera Division,2015,2015/2016
FC Barcelona,Alex Song,27,Defensive Midfield,West Ham,loan transfer,out,Summer,NA,Primera Division,2015,2015/2016
FC Barcelona,Alen Halilovic,19,Attacking Midfield,Sporting Gijón,loan transfer,out,Summer,NA,Primera Division,2015,2015/2016
Real Madrid,Mateo Kovacic,21,Central Midfield,Inter,£34.20m,in,Summer,34.2,Primera Division,2015,2015/2016
Real Madrid,Danilo,23,Right-Back,FC Porto,£28.35m,in,Summer,28.35,Primera Division,2015,2015/2016
Real Madrid,Kiko Casilla,28,Goalkeeper,Espanyol,£5.40m,in,Summer,5.4,Primera Division,2015,2015/2016
Real Madrid,Jesús Vallejo,18,Centre-Back,Real Zaragoza,£4.50m,in,Summer,4.5,Primera Division,2015,2015/2016
Real Madrid,Marco Asensio,19,Right Winger,RCD Mallorca,£3.51m,in,Summer,3.51,Primera Division,2015,2015/2016
Real Madrid,Lucas Vázquez,24,Right Winger,Espanyol,£900Th.,in,Summer,0.9,Primera Division,2015,2015/2016
Real Madrid,Diego Llorente,21,Centre-Back,RM Castilla,-,in,Summer,0,Primera Division,2015,2015/2016
Real Madrid,Álvaro Medrán,21,Central Midfield,RM Castilla,-,in,Summer,0,Primera Division,2015,2015/2016
Real Madrid,Rubén Yáñez,21,Goalkeeper,RM Castilla,-,in,Summer,0,Primera Division,2015,2015/2016
Real Madrid,Casemiro,23,Defensive Midfield,FC Porto,"End of loanJun 30, 2015",in,Summer,0,Primera Division,2015,2015/2016
Real Madrid,Denis Cheryshev,24,Left Winger,Villarreal,"End of loanJun 30, 2015",in,Summer,0,Primera Division,2015,2015/2016
Real Madrid,Asier Illarramendi,25,Defensive Midfield,Real Sociedad,£13.50m,out,Summer,13.5,Primera Division,2015,2015/2016
Real Madrid,Lucas Silva,22,Defensive Midfield,Marseille,Loan fee:£585Th.,out,Summer,0.585,Primera Division,2015,2015/2016
Real Madrid,Sami Khedira,28,Central Midfield,Juventus,free transfer,out,Summer,NA,Primera Division,2015,2015/2016
Real Madrid,Iker Casillas,34,Goalkeeper,FC Porto,free transfer,out,Summer,NA,Primera Division,2015,2015/2016
Real Madrid,Fernando Pacheco,23,Goalkeeper,Alavés,free transfer,out,Summer,NA,Primera Division,2015,2015/2016
Real Madrid,Jesús Vallejo,18,Centre-Back,Real Zaragoza,loan transfer,out,Summer,NA,Primera Division,2015,2015/2016
Real Madrid,Fábio Coentrão,27,Left-Back,Monaco,loan transfer,out,Summer,NA,Primera Division,2015,2015/2016
Real Madrid,Marco Asensio,19,Right Winger,Espanyol,loan transfer,out,Summer,NA,Primera Division,2015,2015/2016
Real Madrid,Álvaro Medrán,21,Central Midfield,Getafe,loan transfer,out,Summer,NA,Primera Division,2015,2015/2016
Real Madrid,Chicharito,27,Centre-Forward,Man Utd,"End of loanJun 30, 2015",out,Summer,0,Primera Division,2015,2015/2016
Atlético de Madrid,Jackson Martínez,28,Centre-Forward,FC Porto,£31.50m,in,Summer,31.5,Primera Division,2015,2015/2016
