club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
Juventus FC,Angelo Ogbonna,25,Centre-Back,Torino,£13.50m,in,Summer,13.5,Serie A,2013,2013/2014
Juventus FC,Carlos Tevez,29,Second Striker,Man City,£8.10m,in,Summer,8.1,Serie A,2013,2013/2014
Juventus FC,Federico Peluso,29,Centre-Back,Atalanta BC,£4.32m,in,Summer,4.32,Serie A,2013,2013/2014
Juventus FC,Domenico Berardi,19,Right Winger,Sassuolo,£4.05m,in,Summer,4.05,Serie A,2013,2013/2014
Juventus FC,Simone Zaza,22,Centre-Forward,Sampdoria,£3.15m,in,Summer,3.15,Serie A,2013,2013/2014
Juventus FC,Ciro Immobile,23,Centre-Forward,Genoa,£2.48m,in,Summer,2.48,Serie A,2013,2013/2014
Juventus FC,Alberto Gallinetta,21,Goalkeeper,Parma,£1.60m,in,Summer,1.6,Serie A,2013,2013/2014
Juventus FC,Marcel Büchel,22,Central Midfield,Siena,£1.35m,in,Summer,1.35,Serie A,2013,2013/2014
Juventus FC,Elio De Silvestro,20,Right Winger,Pro Vercelli,£684Th.,in,Summer,0.684,Serie A,2013,2013/2014
Juventus FC,Nazzareno Belfasti,19,Left-Back,Modena,£684Th.,in,Summer,0.684,Serie A,2013,2013/2014
Juventus FC,Elvis Kabashi,19,Central Midfield,Empoli U19,£630Th.,in,Summer,0.63,Serie A,2013,2013/2014
Juventus FC,Luca Castiglia,24,Central Midfield,Vicenza,£315Th.,in,Summer,0.315,Serie A,2013,2013/2014
Juventus FC,Mbaye Diagne,21,Centre-Forward,Bra,£90Th.,in,Summer,0.09,Serie A,2013,2013/2014
Juventus FC,Fernando Llorente,28,Centre-Forward,Athletic,free transfer,in,Summer,NA,Serie A,2013,2013/2014
Juventus FC,Ouasim Bouy,20,Defensive Midfield,Juventus U19,-,in,Summer,0,Serie A,2013,2013/2014
Juventus FC,Ciro Immobile,23,Centre-Forward,Torino,£12.15m,out,Summer,12.15,Serie A,2013,2013/2014
