club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
Atalanta BC,Andrea Masiello,25,Centre-Back,Bari,£6.30m,in,Summer,6.3,Serie A,2011,2011/2012
Atalanta BC,Maxi Moralez,24,Attacking Midfield,Vélez Sarsfield,£4.77m,in,Summer,4.77,Serie A,2011,2011/2012
Atalanta BC,Manolo Gabbiadini,19,Centre-Forward,Cittadella,£900Th.,in,Summer,0.9,Serie A,2011,2011/2012
Atalanta BC,Stefano Lucchini,30,Centre-Back,Sampdoria,£630Th.,in,Summer,0.63,Serie A,2011,2011/2012
Atalanta BC,Germán Denis,29,Centre-Forward,Udinese Calcio,Loan fee:£450Th.,in,Summer,0.45,Serie A,2011,2011/2012
Atalanta BC,Matteo Brighi,30,Central Midfield,AS Roma,loan transfer,in,Summer,NA,Serie A,2011,2011/2012
Atalanta BC,Marco Sportiello,20,Goalkeeper,US Poggibonsi,?,in,Summer,NA,Serie A,2011,2011/2012
Atalanta BC,Luca Cigarini,25,Defensive Midfield,SSC Napoli,loan transfer,in,Summer,NA,Serie A,2011,2011/2012
Atalanta BC,Ciro Polito,32,Goalkeeper,Without Club,-,in,Summer,0,Serie A,2011,2011/2012
Atalanta BC,Salvatore Molina,19,Right Midfield,Atalanta U19,-,in,Summer,0,Serie A,2011,2011/2012
Atalanta BC,Nadir Minotti,19,Defensive Midfield,Atalanta U19,-,in,Summer,0,Serie A,2011,2011/2012
Atalanta BC,Édgar Barreto,27,Central Midfield,US Palermo,£4.77m,out,Summer,4.77,Serie A,2011,2011/2012
Atalanta BC,Sasa Bjelanovic,32,Centre-Forward,Hellas Verona,£720Th.,out,Summer,0.72,Serie A,2011,2011/2012
Atalanta BC,Marino Defendi,25,Right Midfield,Bari,£450Th.,out,Summer,0.45,Serie A,2011,2011/2012
Atalanta BC,Francesco Ruopolo,28,Centre-Forward,Padova,£45Th.,out,Summer,0.045,Serie A,2011,2011/2012
Atalanta BC,Cristian Tissone,23,Defensive Midfield,RCD Mallorca B,free transfer,out,Summer,NA,Serie A,2011,2011/2012
Atalanta BC,Migjen Basha,24,Defensive Midfield,Torino,loan transfer,out,Summer,NA,Serie A,2011,2011/2012
Atalanta BC,Leonardo Talamonti,29,Centre-Back,Rosario Central,?,out,Summer,NA,Serie A,2011,2011/2012
Atalanta BC,Nicola Madonna,24,Right Midfield,Spezia Calcio,?,out,Summer,NA,Serie A,2011,2011/2012
Atalanta BC,Nicholas Siega,20,Attacking Midfield,Casale,?,out,Summer,NA,Serie A,2011,2011/2012
Atalanta BC,Maximiliano Pellegrino,31,Centre-Back,CA Colon,?,out,Summer,NA,Serie A,2011,2011/2012
Atalanta BC,Michele Marconi,22,Centre-Forward,SPAL,?,out,Summer,NA,Serie A,2011,2011/2012
Atalanta BC,Nicola Canzian,20,Left-Back,SPAL,?,out,Summer,NA,Serie A,2011,2011/2012
Atalanta BC,Fabio Ceravolo,24,Centre-Forward,Reggina,?,out,Summer,NA,Serie A,2011,2011/2012
Atalanta BC,Christian Tiboni,23,Centre-Forward,Foggia,?,out,Summer,NA,Serie A,2011,2011/2012
Atalanta BC,Francesco Rossi,20,Goalkeeper,Lumezzane,loan transfer,out,Summer,NA,Serie A,2011,2011/2012
Atalanta BC,Moussa Koné,21,Central Midfield,Pescara,loan transfer,out,Summer,NA,Serie A,2011,2011/2012
Atalanta BC,Matteo Gentili,21,Centre-Back,Spezia Calcio,loan transfer,out,Summer,NA,Serie A,2011,2011/2012
Atalanta BC,Ivan Radovanovic,22,Defensive Midfield,Novara,loan transfer,out,Summer,NA,Serie A,2011,2011/2012
Atalanta BC,Matteo Scozzarella,23,Defensive Midfield,Stabia,loan transfer,out,Summer,NA,Serie A,2011,2011/2012
Atalanta BC,Nicola Amoruso,36,Centre-Forward,Retired,-,out,Summer,0,Serie A,2011,2011/2012
Atalanta BC,Gennaro Delvecchio,33,Central Midfield,Catania,"End of loanJun 30, 2011",out,Summer,0,Serie A,2011,2011/2012
Atalanta BC,Samuele Dalla Bona,30,Central Midfield,SSC Napoli,"End of loanJun 30, 2011",out,Summer,0,Serie A,2011,2011/2012
Atalanta BC,Magnus Troest,24,Centre-Back,Genoa,"End of loanJun 30, 2011",out,Summer,0,Serie A,2011,2011/2012
Novara Calcio 1908,Takayuki Morimoto,23,Centre-Forward,Catania,£2.25m,in,Summer,2.25,Serie A,2011,2011/2012
Novara Calcio 1908,Luigi Giorgi,24,Central Midfield,Ascoli,£1.44m,in,Summer,1.44,Serie A,2011,2011/2012
Novara Calcio 1908,Pablo Granoche,27,Centre-Forward,Chievo Verona,Loan fee:£360Th.,in,Summer,0.36,Serie A,2011,2011/2012
Novara Calcio 1908,Jeda,32,Second Striker,Lecce,Loan fee:£315Th.,in,Summer,0.315,Serie A,2011,2011/2012
Novara Calcio 1908,Massimo Paci,33,Centre-Back,Parma,£270Th.,in,Summer,0.27,Serie A,2011,2011/2012
Novara Calcio 1908,Riccardo Meggiorini,25,Centre-Forward,Genoa,Loan fee:£180Th.,in,Summer,0.18,Serie A,2011,2011/2012
Novara Calcio 1908,Simone Pesce,28,Central Midfield,Ascoli,£135Th.,in,Summer,0.135,Serie A,2011,2011/2012
Novara Calcio 1908,Achille Coser,28,Goalkeeper,Ascoli,£135Th.,in,Summer,0.135,Serie A,2011,2011/2012
Novara Calcio 1908,Lorenzo Galassi,20,Attacking Midfield,Parma U19,free transfer,in,Summer,NA,Serie A,2011,2011/2012
Novara Calcio 1908,Carlos Labrín,20,Centre-Back,US Palermo,loan transfer,in,Summer,NA,Serie A,2011,2011/2012
Novara Calcio 1908,Paolo Dellafiore,26,Centre-Back,Parma,£450,in,Summer,NA,Serie A,2011,2011/2012
Novara Calcio 1908,Mattia Marchi,22,Centre-Forward,Südtirol,?,in,Summer,NA,Serie A,2011,2011/2012
