club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
Zenit St. Petersburg,Claudinho,24,Attacking Midfield,RB Bragantino,£10.80m,in,Summer,10.8,Premier Liga,2021,2021/2022
Zenit St. Petersburg,Dmitri Chistyakov,27,Centre-Back,Rostov,£2.93m,in,Summer,2.93,Premier Liga,2021,2021/2022
Zenit St. Petersburg,Danila Prokhin,20,Centre-Back,Sochi,"End of loanJun 30, 2021",in,Summer,0,Premier Liga,2021,2021/2022
Zenit St. Petersburg,Sebastián Driussi,25,Left Winger,Austin FC,£5.73m,out,Summer,5.73,Premier Liga,2021,2021/2022
Zenit St. Petersburg,Danila Prokhin,20,Centre-Back,Rostov,free transfer,out,Summer,NA,Premier Liga,2021,2021/2022
Zenit St. Petersburg,Andrey Lunev,29,Goalkeeper,Bay. Leverkusen,free transfer,out,Summer,NA,Premier Liga,2021,2021/2022
Zenit St. Petersburg,Yuri Zhirkov,38,Left-Back,Without Club,-,out,Summer,0,Premier Liga,2021,2021/2022
Zenit St. Petersburg,Daniil Shamkin,19,Attacking Midfield,Baltika,loan transfer,out,Summer,NA,Premier Liga,2021,2021/2022
Zenit St. Petersburg,Dmitri Chistyakov,27,Centre-Back,Rostov,"End of loanJun 30, 2021",out,Summer,0,Premier Liga,2021,2021/2022
Spartak Moscow,Victor Moses,30,Right Midfield,Chelsea,£4.50m,in,Summer,4.5,Premier Liga,2021,2021/2022
Spartak Moscow,Maximiliano Caufriez,24,Centre-Back,Sint-Truiden,£2.25m,in,Summer,2.25,Premier Liga,2021,2021/2022
Spartak Moscow,Mikhail Ignatov,21,Attacking Midfield,Spartak 2,-,in,Summer,0,Premier Liga,2021,2021/2022
Spartak Moscow,Georgi Melkadze,24,Second Striker,Akhmat Grozny,"End of loanJun 30, 2021",in,Summer,0,Premier Liga,2021,2021/2022
Spartak Moscow,Guus Til,23,Attacking Midfield,SC Freiburg,"End of loanJun 30, 2021",in,Summer,0,Premier Liga,2021,2021/2022
Spartak Moscow,Artem Timofeev,27,Defensive Midfield,Akhmat Grozny,"End of loanJun 30, 2021",in,Summer,0,Premier Liga,2021,2021/2022
Spartak Moscow,Oston Urunov,20,Attacking Midfield,Ufa,"End of loanJun 30, 2021",in,Summer,0,Premier Liga,2021,2021/2022
