club_name,player_name,age,position,club_involved_name,fee,transfer_movement,fee_cleaned,league_name,year,season
Bayern Munich,Leroy Sané,24,Left Winger,Man City,£40.50m,in,40.5,1 Bundesliga,2020,2020/2021
Bayern Munich,Alexander Nübel,23,Goalkeeper,FC Schalke 04,Free transfer,in,0,1 Bundesliga,2020,2020/2021
Bayern Munich,Tanguy Nianzou,18,Centre-Back,Paris SG,Free transfer,in,0,1 Bundesliga,2020,2020/2021
Bayern Munich,Joshua Zirkzee,19,Centre-Forward,FC Bayern II,-,in,0,1 Bundesliga,2020,2020/2021
Bayern Munich,Adrian Fein,21,Defensive Midfield,Hamburger SV,"End of loanJun 30, 2020",in,0,1 Bundesliga,2020,2020/2021
Bayern Munich,Thiago,29,Central Midfield,Liverpool,£27.00m,out,27,1 Bundesliga,2020,2020/2021
Bayern Munich,Lars Lukas Mai,20,Centre-Back,SV Darmstadt 98,Loan,out,0,1 Bundesliga,2020,2020/2021
Bayern Munich,Christian Früchtl,20,Goalkeeper,1.FC Nuremberg,Loan,out,0,1 Bundesliga,2020,2020/2021
Bayern Munich,Ivan Perisic,31,Left Winger,Inter,"End of loanAug 31, 2020",out,0,1 Bundesliga,2020,2020/2021
Bayern Munich,Philippe Coutinho,28,Attacking Midfield,FC Barcelona,"End of loanAug 31, 2020",out,0,1 Bundesliga,2020,2020/2021
Bayern Munich,Álvaro Odriozola,24,Right-Back,Real Madrid,"End of loanAug 24, 2020",out,0,1 Bundesliga,2020,2020/2021
Borussia Dortmund,Jude Bellingham,17,Central Midfield,Birmingham,£23.85m,in,23.85,1 Bundesliga,2020,2020/2021
Borussia Dortmund,Emre Can,26,Defensive Midfield,Juventus,£22.50m,in,22.5,1 Bundesliga,2020,2020/2021
Borussia Dortmund,Thomas Meunier,28,Right-Back,Paris SG,Free transfer,in,0,1 Bundesliga,2020,2020/2021
Borussia Dortmund,Reinier,18,Attacking Midfield,Real Madrid,Loan,in,0,1 Bundesliga,2020,2020/2021
Borussia Dortmund,Immanuel Pherai,19,Attacking Midfield,B. Dortmund U19,-,in,0,1 Bundesliga,2020,2020/2021
Borussia Dortmund,Youssoufa Moukoko,15,Centre-Forward,B. Dortmund U19,-,in,0,1 Bundesliga,2020,2020/2021
Borussia Dortmund,Dzenis Burnic,22,Defensive Midfield,Dynamo Dresden,"End of loanJun 30, 2020",in,0,1 Bundesliga,2020,2020/2021
Borussia Dortmund,Felix Passlack,22,Right-Back,Fortuna Sittard,"End of loanJun 30, 2020",in,0,1 Bundesliga,2020,2020/2021
Borussia Dortmund,André Schürrle,29,Left Winger,Spartak Moscow,"End of loanJun 30, 2020",in,0,1 Bundesliga,2020,2020/2021
Borussia Dortmund,Ömer Toprak,30,Centre-Back,Werder Bremen,"End of loanJul 7, 2020",in,0,1 Bundesliga,2020,2020/2021
Borussia Dortmund,Marius Wolf,25,Right Winger,Hertha BSC,"End of loanJun 30, 2020",in,0,1 Bundesliga,2020,2020/2021
Borussia Dortmund,Ömer Toprak,30,Centre-Back,Werder Bremen,£3.60m,out,3.6,1 Bundesliga,2020,2020/2021
Borussia Dortmund,Leonardo Balerdi,21,Centre-Back,Marseille,Loan fee:£900Th.,out,0.9,1 Bundesliga,2020,2020/2021
Borussia Dortmund,Dzenis Burnic,22,Defensive Midfield,1.FC Heidenheim,£450Th.,out,0.45,1 Bundesliga,2020,2020/2021
Borussia Dortmund,Immanuel Pherai,19,Attacking Midfield,PEC Zwolle,Loan,out,0,1 Bundesliga,2020,2020/2021
Borussia Dortmund,Mario Götze,28,Attacking Midfield,Without Club,-,out,0,1 Bundesliga,2020,2020/2021
Borussia Dortmund,Eric Oelschlägel,24,Goalkeeper,Without Club,-,out,0,1 Bundesliga,2020,2020/2021
Borussia Dortmund,André Schürrle,29,Left Winger,Retired,-,out,0,1 Bundesliga,2020,2020/2021
Borussia Dortmund,Achraf Hakimi,21,Right Midfield,Real Madrid,"End of loanJun 30, 2020",out,0,1 Bundesliga,2020,2020/2021
Borussia Dortmund,Emre Can,26,Defensive Midfield,Juventus,"End of loanJun 30, 2020",out,0,1 Bundesliga,2020,2020/2021
RB Leipzig,Hee-chan Hwang,24,Centre-Forward,RB Salzburg,£13.50m,in,13.5,1 Bundesliga,2020,2020/2021
RB Leipzig,Josep Martínez,22,Goalkeeper,UD Las Palmas,£2.25m,in,2.25,1 Bundesliga,2020,2020/2021
RB Leipzig,Lazar Samardzic,18,Attacking Midfield,Hertha BSC U19,£450Th.,in,0.45,1 Bundesliga,2020,2020/2021
RB Leipzig,Benjamin Henrichs,23,Right-Back,Monaco,Loan,in,0,1 Bundesliga,2020,2020/2021
RB Leipzig,Tim Schreiber,18,Goalkeeper,RB Leipzig U19,-,in,0,1 Bundesliga,2020,2020/2021
RB Leipzig,Dennis Borkowski,18,Centre-Forward,RB Leipzig U19,-,in,0,1 Bundesliga,2020,2020/2021
RB Leipzig,Hugo Novoa,17,Centre-Forward,RB Leipzig U17,-,in,0,1 Bundesliga,2020,2020/2021
RB Leipzig,Oliver Bias,19,Right Winger,RB Leipzig U19,-,in,0,1 Bundesliga,2020,2020/2021
RB Leipzig,Jean-Kévin Augustin,23,Centre-Forward,Leeds,"End of loanJun 30, 2020",in,0,1 Bundesliga,2020,2020/2021
RB Leipzig,Timo Werner,24,Centre-Forward,Chelsea,£47.70m,out,47.7,1 Bundesliga,2020,2020/2021
RB Leipzig,Hannes Wolf,21,Attacking Midfield,Bor. M'gladbach,Loan fee:£1.35m,out,1.35,1 Bundesliga,2020,2020/2021
RB Leipzig,Frederik Jäkel,19,Centre-Back,KV Oostende,Loan,out,0,1 Bundesliga,2020,2020/2021
RB Leipzig,Mads Bidstrup,19,Central Midfield,Brentford B,?,out,NA,1 Bundesliga,2020,2020/2021
RB Leipzig,Tom Krauß,19,Defensive Midfield,1.FC Nuremberg,Loan,out,0,1 Bundesliga,2020,2020/2021
RB Leipzig,Yvon Mvogo,26,Goalkeeper,PSV Eindhoven,Loan,out,0,1 Bundesliga,2020,2020/2021
RB Leipzig,Malik Talabidi,19,Centre-Back,FC Wil 1900,?,out,NA,1 Bundesliga,2020,2020/2021
