club_name,player_name,age,position,club_involved_name,fee,transfer_movement,fee_cleaned,league_name,year,season
Amkar Perm,Mikhail Kostyukov,24,Right Winger,Volga NN,Free Transfer,in,0,Premier Liga,2016,2016/2017
Amkar Perm,Aleksandr Budakov,31,Goalkeeper,Isloch,Free Transfer,in,0,Premier Liga,2016,2016/2017
Amkar Perm,Aleksey Gasilin,20,Centre-Forward,Zenit 2 S-Pb,Free Transfer,in,0,Premier Liga,2016,2016/2017
Amkar Perm,Stanislav Prokofjev,29,Centre-Forward,SKA Khabarovsk,Free Transfer,in,0,Premier Liga,2016,2016/2017
Amkar Perm,Anton Shynder,29,Centre-Forward,Shakhtar D.,Free Transfer,in,0,Premier Liga,2016,2016/2017
Amkar Perm,Darko Bodul,27,Centre-Forward,Dundee United,Free Transfer,in,0,Premier Liga,2016,2016/2017
Amkar Perm,Sékou Condé,23,Centre-Back,Olimpik Donetsk,Free Transfer,in,0,Premier Liga,2016,2016/2017
Amkar Perm,Denis Vambolt,21,Goalkeeper,Baltika,£36k,in,0.036,Premier Liga,2016,2016/2017
Amkar Perm,Aleksandar Miljkovic,26,Centre-Back,RNK Split,?,in,NA,Premier Liga,2016,2016/2017
Amkar Perm,Robert Arzumanyan,31,Centre-Back,Shakhter K.,"End of loanDec 31, 2016",in,0,Premier Liga,2016,2016/2017
Amkar Perm,Vasili Aleynikov,22,Defensive Midfield,Amkar Perm II,-,in,0,Premier Liga,2016,2016/2017
Amkar Perm,Oleh Mishchenko,27,Right Winger,Ilyichivets,"End of loanDec 31, 2016",in,0,Premier Liga,2016,2016/2017
Amkar Perm,Soslan Takazov,23,Centre-Back,Tyumen,"End of loanDec 31, 2016",in,0,Premier Liga,2016,2016/2017
Amkar Perm,David Khurtsidze,22,Attacking Midfield,Amkar-Junior,-,in,0,Premier Liga,2016,2016/2017
Amkar Perm,Aleksandr Selikhov,22,Goalkeeper,Spartak Moscow,£3.15m,out,3.15,Premier Liga,2016,2016/2017
Amkar Perm,Georgiy Dzhikiya,23,Centre-Back,Spartak Moscow,£2.12m,out,2.12,Premier Liga,2016,2016/2017
Amkar Perm,Dmitri Belorukov,33,Centre-Back,Dinamo Moscow,Free Transfer,out,0,Premier Liga,2016,2016/2017
Amkar Perm,Aleksandr Prudnikov,27,Centre-Forward,Orenburg,Free Transfer,out,0,Premier Liga,2016,2016/2017
Amkar Perm,Roman Gerus,35,Goalkeeper,Arsenal Tula,Free Transfer,out,0,Premier Liga,2016,2016/2017
Amkar Perm,David Dzakhov,27,Central Midfield,Shinnik,Loan,out,0,Premier Liga,2016,2016/2017
Amkar Perm,Soslan Takazov,23,Centre-Back,Volgar,Loan,out,0,Premier Liga,2016,2016/2017
Amkar Perm,Chuma Anene,23,Centre-Forward,Kairat Almaty,?,out,NA,Premier Liga,2016,2016/2017
Amkar Perm,Oleh Mishchenko,26,Right Winger,Ilyichivets,Loan,out,0,Premier Liga,2016,2016/2017
Amkar Perm,Robert Arzumanyan,31,Centre-Back,Without Club,-,out,0,Premier Liga,2016,2016/2017
Amkar Perm,Bright Dike,29,Centre-Forward,Without Club,-,out,0,Premier Liga,2016,2016/2017
Amkar Perm,Bohdan Butko,25,Right-Back,Shakhtar D.,"End of loanJun 30, 2016",out,0,Premier Liga,2016,2016/2017
