club_name,player_name,age,position,club_involved_name,fee,transfer_movement,fee_cleaned,league_name,year,season
FC Barcelona,André Gomes,22,Central Midfield,Valencia,£33.30m,in,33.3,Primera Division,2016,2016/2017
FC Barcelona,Paco Alcácer,23,Centre-Forward,Valencia,£27.00m,in,27,Primera Division,2016,2016/2017
FC Barcelona,Samuel Umtiti,22,Centre-Back,Olympique Lyon,£22.50m,in,22.5,Primera Division,2016,2016/2017
FC Barcelona,Lucas Digne,22,Left-Back,Paris SG,£14.85m,in,14.85,Primera Division,2016,2016/2017
FC Barcelona,Jasper Cillessen,27,Goalkeeper,Ajax,£11.70m,in,11.7,Primera Division,2016,2016/2017
FC Barcelona,Denis Suárez,22,Central Midfield,Villarreal,£2.93m,in,2.93,Primera Division,2016,2016/2017
FC Barcelona,Sergi Samper,21,Defensive Midfield,FC Barcelona B,-,in,0,Primera Division,2016,2016/2017
FC Barcelona,Alex Song,28,Defensive Midfield,West Ham,"End of loanJun 30, 2016",in,0,Primera Division,2016,2016/2017
FC Barcelona,Alen Halilovic,20,Attacking Midfield,Sporting Gijón,"End of loanJun 30, 2016",in,0,Primera Division,2016,2016/2017
FC Barcelona,Martín Montoya,25,Right-Back,Real Betis,"End of loanJun 30, 2016",in,0,Primera Division,2016,2016/2017
FC Barcelona,Cristian Tello,24,Left Winger,Fiorentina,"End of loanJun 30, 2016",in,0,Primera Division,2016,2016/2017
FC Barcelona,Claudio Bravo,33,Goalkeeper,Man City,£16.20m,out,16.2,Primera Division,2016,2016/2017
FC Barcelona,Marc Bartra,25,Centre-Back,Bor. Dortmund,£7.20m,out,7.2,Primera Division,2016,2016/2017
FC Barcelona,Alen Halilovic,20,Attacking Midfield,Hamburger SV,£4.50m,out,4.5,Primera Division,2016,2016/2017
FC Barcelona,Adriano,31,Left-Back,Besiktas,£2.07m,out,2.07,Primera Division,2016,2016/2017
FC Barcelona,Cristian Tello,25,Left Winger,Fiorentina,Loan fee:£450k,out,0.45,Primera Division,2016,2016/2017
FC Barcelona,Dani Alves,33,Right-Back,Juventus,Free Transfer,out,0,Primera Division,2016,2016/2017
FC Barcelona,Martín Montoya,25,Right-Back,Valencia,Free Transfer,out,0,Primera Division,2016,2016/2017
FC Barcelona,Sandro Ramírez,20,Centre-Forward,Málaga CF,Free Transfer,out,0,Primera Division,2016,2016/2017
FC Barcelona,Douglas,26,Right-Back,Sporting Gijón,Loan,out,0,Primera Division,2016,2016/2017
FC Barcelona,Alex Song,28,Defensive Midfield,Rubin Kazan,Free Transfer,out,0,Primera Division,2016,2016/2017
FC Barcelona,Thomas Vermaelen,30,Centre-Back,AS Roma,Loan,out,0,Primera Division,2016,2016/2017
FC Barcelona,Sergi Samper,21,Defensive Midfield,Granada CF,Loan,out,0,Primera Division,2016,2016/2017
FC Barcelona,Munir El Haddadi,20,Centre-Forward,Valencia,Loan,out,0,Primera Division,2016,2016/2017
Real Madrid,Álvaro Morata,23,Centre-Forward,Juventus,£27.00m,in,27,Primera Division,2016,2016/2017
Real Madrid,Martin Ödegaard,18,Right Winger,RM Castilla,-,in,0,Primera Division,2016,2016/2017
Real Madrid,Borja Mayoral,19,Centre-Forward,RM Castilla,-,in,0,Primera Division,2016,2016/2017
Real Madrid,Mariano Díaz,22,Centre-Forward,RM Castilla,-,in,0,Primera Division,2016,2016/2017
Real Madrid,Marcos Llorente,21,Defensive Midfield,RM Castilla,-,in,0,Primera Division,2016,2016/2017
Real Madrid,Omar Mascarell,23,Defensive Midfield,Sporting Gijón,"End of loanJun 30, 2016",in,0,Primera Division,2016,2016/2017
Real Madrid,Lucas Silva,23,Central Midfield,Marseille,"End of loanJun 30, 2016",in,0,Primera Division,2016,2016/2017
Real Madrid,Álvaro Medrán,22,Central Midfield,Getafe,"End of loanJun 30, 2016",in,0,Primera Division,2016,2016/2017
Real Madrid,Jesús Vallejo,19,Centre-Back,Real Zaragoza,"End of loanJun 30, 2016",in,0,Primera Division,2016,2016/2017
Real Madrid,Fábio Coentrão,28,Left-Back,Monaco,"End of loanJun 30, 2016",in,0,Primera Division,2016,2016/2017
Real Madrid,Diego Llorente,22,Centre-Back,Rayo Vallecano,"End of loanJun 30, 2016",in,0,Primera Division,2016,2016/2017
Real Madrid,Marco Asensio,20,Left Winger,Espanyol,"End of loanJun 30, 2016",in,0,Primera Division,2016,2016/2017
Real Madrid,Denis Cheryshev,25,Left Winger,Valencia,"End of loanJun 30, 2016",in,0,Primera Division,2016,2016/2017
Real Madrid,Burgui,22,Left Winger,Espanyol,"End of loanJun 30, 2016",in,0,Primera Division,2016,2016/2017
Real Madrid,Jesé,23,Centre-Forward,Paris SG,£22.50m,out,22.5,Primera Division,2016,2016/2017
Real Madrid,Denis Cheryshev,25,Left Winger,Villarreal,£6.30m,out,6.3,Primera Division,2016,2016/2017
Real Madrid,Borja Mayoral,19,Centre-Forward,VfL Wolfsburg,Loan fee:£2.70m,out,2.7,Primera Division,2016,2016/2017
Real Madrid,Álvaro Medrán,22,Central Midfield,Valencia,£1.35m,out,1.35,Primera Division,2016,2016/2017
Real Madrid,Omar Mascarell,23,Defensive Midfield,E. Frankfurt,£900k,out,0.9,Primera Division,2016,2016/2017
Real Madrid,Álvaro Arbeloa,33,Right-Back,West Ham,Free Transfer,out,0,Primera Division,2016,2016/2017
Real Madrid,Diego Llorente,22,Centre-Back,Málaga CF,Loan,out,0,Primera Division,2016,2016/2017
Real Madrid,Marcos Llorente,21,Defensive Midfield,Alavés,Loan,out,0,Primera Division,2016,2016/2017
Real Madrid,Lucas Silva,23,Central Midfield,Cruzeiro,Loan,out,0,Primera Division,2016,2016/2017
Real Madrid,Jesús Vallejo,19,Centre-Back,E. Frankfurt,Loan,out,0,Primera Division,2016,2016/2017
Real Madrid,Martin Ödegaard,18,Right Winger,Heerenveen,Loan,out,0,Primera Division,2016,2016/2017
Real Madrid,Burgui,22,Left Winger,Sporting Gijón,Loan,out,0,Primera Division,2016,2016/2017
Atlético Madrid,Kévin Gameiro,29,Centre-Forward,Sevilla FC,£27.00m,in,27,Primera Division,2016,2016/2017
Atlético Madrid,Nico Gaitán,28,Left Winger,Benfica,£22.50m,in,22.5,Primera Division,2016,2016/2017
Atlético Madrid,Sime Vrsaljko,24,Right-Back,Sassuolo,£14.40m,in,14.4,Primera Division,2016,2016/2017
Atlético Madrid,Diogo Jota,19,Left Winger,Paços Ferreira,£6.48m,in,6.48,Primera Division,2016,2016/2017
Atlético Madrid,Axel Werner,20,Goalkeeper,Rafaela,£720k,in,0.72,Primera Division,2016,2016/2017
Atlético Madrid,Fernando Torres,32,Centre-Forward,AC Milan,Free Transfer,in,0,Primera Division,2016,2016/2017
Atlético Madrid,André Moreira,20,Goalkeeper,Belenenses SAD,"End of loanAug 16, 2016",in,0,Primera Division,2016,2016/2017
Atlético Madrid,Theo Hernández,18,Left-Back,Atl. Madrid B,-,in,0,Primera Division,2016,2016/2017
