club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
Спартак-Нальчик Нальчик,Mario Juric,28,Right Winger,Shinnik,?,in,Summer,NA,Premier Liga,2005,2005/2006
Спартак-Нальчик Нальчик,Stanislav Dyachenko,20,Right-Back,Volyn Lutsk,?,in,Summer,NA,Premier Liga,2005,2005/2006
Спартак-Нальчик Нальчик,Roman Kontsedalov,19,Central Midfield,Loko Moscow II,loan transfer,in,Summer,NA,Premier Liga,2005,2005/2006
Спартак-Нальчик Нальчик,Sultan Khuranov,21,Centre-Back,Mashuk-KMV,,in,Summer,NA,Premier Liga,2005,2005/2006
Спартак-Нальчик Нальчик,Marat Dzakhmishev,25,Central Midfield,S-UGP Anapa,?,out,Summer,NA,Premier Liga,2005,2005/2006
Спартак-Нальчик Нальчик,Anton Klimenko,20,defence,T. Volzhskiy,?,out,Summer,NA,Premier Liga,2005,2005/2006
Спартак-Нальчик Нальчик,Marat Shogenov,20,Central Midfield,Torpedo Volzhsky,loan transfer,out,Summer,NA,Premier Liga,2005,2005/2006
Спартак-Нальчик Нальчик,Vladimir Kuzmichev,25,Left Winger,CSKA Moscow,"End of loanJun 30, 2005",out,Summer,0,Premier Liga,2005,2005/2006
Luch Vladivostok,Willer,25,Attacking Midfield,Dinamo Bryansk,?,in,Summer,NA,Premier Liga,2005,2005/2006
Luch Vladivostok,Mikhail Rekudanov,20,Centre-Back,Nika Moskau,loan transfer,in,Summer,NA,Premier Liga,2005,2005/2006
Luch Vladivostok,Sergey Ivanov,21,Goalkeeper,Spartak NN,£68Th.,out,Summer,0.068,Premier Liga,2005,2005/2006
Luch Vladivostok,Zurab Tsiklauri,31,Centre-Forward,Yunit Samara,?,out,Summer,NA,Premier Liga,2005,2005/2006
CSKA Moscow,Vladimir Kuzmichev,25,Left Winger,Спартак-Нальчик,"End of loanJun 30, 2005",in,Summer,0,Premier Liga,2005,2005/2006
CSKA Moscow,Juris Laizans,26,Defensive Midfield,Torpedo Moscow,loan transfer,out,Summer,NA,Premier Liga,2005,2005/2006
CSKA Moscow,Vladimir Kuzmichev,25,Left Winger,Anzhi,loan transfer,out,Summer,NA,Premier Liga,2005,2005/2006
CSKA Moscow,Alan Kusov,23,Left Midfield,Spartak Ch.,loan transfer,out,Summer,NA,Premier Liga,2005,2005/2006
Spartak Moscow,Mozart,25,Defensive Midfield,Reggina,£4.05m,in,Summer,4.05,Premier Liga,2005,2005/2006
Spartak Moscow,Vladimir Bystrov,21,Right Midfield,Zenit S-Pb,£3.60m,in,Summer,3.6,Premier Liga,2005,2005/2006
Spartak Moscow,Ales Urbanek,25,Left-Back,Sparta Prague,"End of loanJun 30, 2005",in,Summer,0,Premier Liga,2005,2005/2006
Spartak Moscow,Luc Zoa,26,Centre-Back,Anzhi,"End of loanJun 30, 2005",in,Summer,0,Premier Liga,2005,2005/2006
Spartak Moscow,Roman Vasilyuk,26,Centre-Forward,Hapoel Tel Aviv,"End of loanJun 30, 2005",in,Summer,0,Premier Liga,2005,2005/2006
Spartak Moscow,Aleksandr Samedov,20,Right Winger,Loko Moscow,£3.60m,out,Summer,3.6,Premier Liga,2005,2005/2006
Spartak Moscow,Ales Urbanek,25,Left-Back,Artmedia Brat.,?,out,Summer,NA,Premier Liga,2005,2005/2006
Spartak Moscow,Roman Vasilyuk,26,Centre-Forward,Gomel,?,out,Summer,NA,Premier Liga,2005,2005/2006
