club_name,player_name,age,position,club_involved_name,fee,transfer_movement,fee_cleaned,league_name,year,season
FC Girondins Bordeaux,Pauleta,27,Centre-Forward,Dep. La Coruña,£8.19m,in,8.19,Ligue 1,2000,2000/2001
FC Girondins Bordeaux,Marc Wilmots,31,Attacking Midfield,FC Schalke 04,£3.15m,in,3.15,Ligue 1,2000,2000/2001
FC Girondins Bordeaux,Aleksey Smertin,25,Defensive Midfield,Loko Moscow,£2.70m,in,2.7,Ligue 1,2000,2000/2001
FC Girondins Bordeaux,Frédéric Roux,27,Goalkeeper,AS Nancy,£414k,in,0.414,Ligue 1,2000,2000/2001
FC Girondins Bordeaux,Tony Vairelles,27,Centre-Forward,Olympique Lyon,?,in,NA,Ligue 1,2000,2000/2001
FC Girondins Bordeaux,Jérémy Stinat,21,Right-Back,Thouars Foot 79,?,in,NA,Ligue 1,2000,2000/2001
FC Girondins Bordeaux,Alain Roche,32,Centre-Back,Valencia,?,in,NA,Ligue 1,2000,2000/2001
FC Girondins Bordeaux,David Sommeil,25,Centre-Back,Stade Rennais,?,in,NA,Ligue 1,2000,2000/2001
FC Girondins Bordeaux,Hervé Bugnet,18,Right Winger,G. Bordeaux B,-,in,0,Ligue 1,2000,2000/2001
FC Girondins Bordeaux,Nicolas Sahnoun,19,Defensive Midfield,G. Bordeaux B,-,in,0,Ligue 1,2000,2000/2001
FC Girondins Bordeaux,Nicolas Sahnoun,20,Defensive Midfield,Fulham,"End of loanMay 1, 2001",in,0,Ligue 1,2000,2000/2001
FC Girondins Bordeaux,Benjamin Oliveras,19,Left-Back,G. Bordeaux B,-,in,0,Ligue 1,2000,2000/2001
FC Girondins Bordeaux,Sylvain Wiltord,26,Second Striker,Arsenal,£15.75m,out,15.75,Ligue 1,2000,2000/2001
FC Girondins Bordeaux,Johan Micoud,26,Attacking Midfield,AC Parma,£6.84m,out,6.84,Ligue 1,2000,2000/2001
FC Girondins Bordeaux,Michel Pavon,31,Central Midfield,Real Betis,Free Transfer,out,0,Ligue 1,2000,2000/2001
FC Girondins Bordeaux,Ivan Vukomanovic,23,Defensive Midfield,1. FC Köln,Free Transfer,out,0,Ligue 1,2000,2000/2001
FC Girondins Bordeaux,Jean-Christophe Rouviere,25,Defensive Midfield,Toulouse,?,out,NA,Ligue 1,2000,2000/2001
FC Girondins Bordeaux,Marc Zanotti,24,Left Midfield,SM Caen,?,out,NA,Ligue 1,2000,2000/2001
FC Girondins Bordeaux,Nicolas Sahnoun,20,Defensive Midfield,Fulham,Loan,out,0,Ligue 1,2000,2000/2001
FC Girondins Bordeaux,Teddy Richert,25,Goalkeeper,LOSC Lille,Loan,out,0,Ligue 1,2000,2000/2001
FC Girondins Bordeaux,Steeve Epesse-Titi,20,Defender,Unknown,?,out,NA,Ligue 1,2000,2000/2001
FC Girondins Bordeaux,Hervé Alicarte,26,Sweeper,Toulouse,Loan,out,0,Ligue 1,2000,2000/2001
FC Girondins Bordeaux,Stéphane Ziani,28,Attacking Midfield,FC Nantes,?,out,NA,Ligue 1,2000,2000/2001
FC Girondins Bordeaux,Corentin Martins,30,Attacking Midfield,R. Strasbourg,"End of loanJul 1, 2000",out,0,Ligue 1,2000,2000/2001
FC Girondins Bordeaux,Christophe Sanchez,27,Centre-Forward,Bologna,"End of loanJun 30, 2000",out,0,Ligue 1,2000,2000/2001
FC Girondins Bordeaux,Giuseppe Colucci,19,Central Midfield,AS Roma,"End of loanJun 30, 2000",out,0,Ligue 1,2000,2000/2001
AS Monaco,Shabani Nonda,23,Centre-Forward,Stade Rennais,£18.00m,in,18,Ligue 1,2000,2000/2001
AS Monaco,Stéphane Porato,26,Goalkeeper,Marseille,£9.45m,in,9.45,Ligue 1,2000,2000/2001
AS Monaco,Christian Panucci,27,Right-Back,Inter,Loan fee:£2.70m,in,2.7,Ligue 1,2000,2000/2001
AS Monaco,Hassan El Fakiri,23,Left-Back,FK Lyn,£990k,in,0.99,Ligue 1,2000,2000/2001
AS Monaco,Franck Jurietti,25,Left-Back,SC Bastia,Free Transfer,in,0,Ligue 1,2000,2000/2001
AS Monaco,Éric Abidal,20,Left-Back,AS Lyon-Duchère,Free Transfer,in,0,Ligue 1,2000,2000/2001
AS Monaco,Ousmane Dabo,23,Defensive Midfield,AC Parma,Loan,in,0,Ligue 1,2000,2000/2001
AS Monaco,Florin Raducioiu,30,Centre-Forward,Brescia,?,in,NA,Ligue 1,2000,2000/2001
AS Monaco,Jaroslav Plasil,18,Central Midfield,Hradec Králové,?,in,NA,Ligue 1,2000,2000/2001
AS Monaco,Xavier Gravelaine,31,Centre-Forward,AC Le Havre,?,in,NA,Ligue 1,2000,2000/2001
AS Monaco,Uliano Courville,21,Midfielder,AC Ajaccio,?,in,NA,Ligue 1,2000,2000/2001
AS Monaco,André Biancarelli,30,Goalkeeper,FC Metz,?,in,NA,Ligue 1,2000,2000/2001
AS Monaco,Nicolas Bonnal,23,Left Midfield,AC Ajaccio,?,in,NA,Ligue 1,2000,2000/2001
AS Monaco,Grégory Lacombe,18,Right Winger,Monaco B,-,in,0,Ligue 1,2000,2000/2001
AS Monaco,David Trézéguet,22,Centre-Forward,Juventus,£20.92m,out,20.92,Ligue 1,2000,2000/2001
AS Monaco,Fabien Barthez,29,Goalkeeper,Man Utd,£10.53m,out,10.53,Ligue 1,2000,2000/2001
AS Monaco,Sabri Lamouchi,28,Central Midfield,AC Parma,£7.07m,out,7.07,Ligue 1,2000,2000/2001
AS Monaco,Willy Sagnol,23,Right-Back,Bayern Munich,£6.93m,out,6.93,Ligue 1,2000,2000/2001
AS Monaco,Salif Diao,23,Defensive Midfield,CS Sedan,Free Transfer,out,0,Ligue 1,2000,2000/2001
AS Monaco,Fabien Lefèvre,28,Left Midfield,Montpellier,Free Transfer,out,0,Ligue 1,2000,2000/2001
AS Monaco,Pablo Contreras,22,Centre-Back,Racing Club,Loan,out,0,Ligue 1,2000,2000/2001
AS Monaco,Tony Sylva,25,Goalkeeper,AC Ajaccio,Loan,out,0,Ligue 1,2000,2000/2001
AS Monaco,Moussa N'Diaye,21,Right Winger,CS Sedan,Free Transfer,out,0,Ligue 1,2000,2000/2001
AS Monaco,Renaud Connen,20,Attacking Midfield,AC Ajaccio,?,out,NA,Ligue 1,2000,2000/2001
AS Monaco,Christophe Pignol,30,Left-Back,LOSC Lille,?,out,NA,Ligue 1,2000,2000/2001
AS Monaco,Hassan El Fakiri,23,Left-Back,FK Lyn,Loan,out,0,Ligue 1,2000,2000/2001
AS Monaco,Ousmane Dabo,23,Defensive Midfield,AC Parma,"End of loanDec 31, 2000",out,0,Ligue 1,2000,2000/2001
Olympique Marseille,Lucas Bernardi,22,Central Midfield,Newell's,£5.40m,in,5.4,Ligue 1,2000,2000/2001
Olympique Marseille,Fernandão,22,Centre-Forward,Goiás EC,£4.50m,in,4.5,Ligue 1,2000,2000/2001
Olympique Marseille,Bruno N'Gotty,29,Centre-Back,AC Venezia 1907,£855k,in,0.855,Ligue 1,2000,2000/2001
Olympique Marseille,Abdoulaye Méïté,19,Centre-Back,AS Red Star 93,£540k,in,0.54,Ligue 1,2000,2000/2001
Olympique Marseille,Dill,26,Right Winger,Goiás EC,£270k,in,0.27,Ligue 1,2000,2000/2001
Olympique Marseille,George Weah,34,Centre-Forward,Man City,Free Transfer,in,0,Ligue 1,2000,2000/2001
Olympique Marseille,Damien Grégorini,21,Goalkeeper,OGC Nice,Free Transfer,in,0,Ligue 1,2000,2000/2001
Olympique Marseille,Marcelinho Paraíba,25,Attacking Midfield,São Paulo,Free Transfer,in,0,Ligue 1,2000,2000/2001
Olympique Marseille,Manuel dos Santos,26,Left-Back,Montpellier,Free Transfer,in,0,Ligue 1,2000,2000/2001
Olympique Marseille,Dill,26,Right Winger,Goiás EC,Loan,in,0,Ligue 1,2000,2000/2001
Olympique Marseille,Mickaël Marsiglia,24,Central Midfield,R. Strasbourg,?,in,NA,Ligue 1,2000,2000/2001
Olympique Marseille,Zoumana Camara,21,Centre-Back,Inter,?,in,NA,Ligue 1,2000,2000/2001
Olympique Marseille,Klas Ingesson,31,Defensive Midfield,Bologna,?,in,NA,Ligue 1,2000,2000/2001
Olympique Marseille,Cédric Mouret,22,Attacking Midfield,AS Nancy,?,in,NA,Ligue 1,2000,2000/2001
