club_name,player_name,age,position,club_involved_name,fee,transfer_movement,fee_cleaned,league_name,year,season
FC Porto,Deco,21,Attacking Midfield,Benfica,£7.20m,in,7.2,Liga Nos,1998,1998/1999
FC Porto,Nélson,27,Right-Back,Aston Villa,£1.02m,in,1.02,Liga Nos,1998,1998/1999
FC Porto,Vítor Baía,29,Goalkeeper,FC Barcelona,Free Transfer,in,0,Liga Nos,1998,1998/1999
FC Porto,Esquerdinha,26,Left-Back,EC Vitória,?,in,NA,Liga Nos,1998,1998/1999
FC Porto,Secretário,28,Right-Back,Real Madrid,?,in,NA,Liga Nos,1998,1998/1999
FC Porto,Chaínho,23,Defensive Midfield,Estrela Amadora,?,in,NA,Liga Nos,1998,1998/1999
FC Porto,Miklós Fehér,18,Centre-Forward,ETO FC Győr,?,in,NA,Liga Nos,1998,1998/1999
FC Porto,Basarab Panduru,27,Attacking Midfield,Benfica,?,in,NA,Liga Nos,1998,1998/1999
FC Porto,Joca,18,Right-Back,FC Porto U19,-,in,0,Liga Nos,1998,1998/1999
FC Porto,Marco Almeida,19,Midfielder,FC Porto U19,-,in,0,Liga Nos,1998,1998/1999
FC Porto,Ricardo Carvalho,21,Centre-Back,Leça,"End of loanJun 30, 1999",in,0,Liga Nos,1998,1998/1999
FC Porto,Péter Lipcsei,26,Central Midfield,Ferencváros,"End of loanJun 30, 1998",in,0,Liga Nos,1998,1998/1999
FC Porto,Quinzinho,24,Forward,Rio Ave FC,"End of loanJun 30, 1998",in,0,Liga Nos,1998,1998/1999
FC Porto,Sérgio Conceição,23,Right Winger,Lazio,£8.10m,out,8.1,Liga Nos,1998,1998/1999
FC Porto,Doriva,26,Right Midfield,Sampdoria,£810k,out,0.81,Liga Nos,1998,1998/1999
FC Porto,Artur,29,Forward,EC Vitória,£383k,out,0.383,Liga Nos,1998,1998/1999
FC Porto,Henrique Hilário,22,Goalkeeper,Estrela Amadora,Loan,out,0,Liga Nos,1998,1998/1999
FC Porto,Ivica Kralj,25,Goalkeeper,Radnicki 1923,Free Transfer,out,0,Liga Nos,1998,1998/1999
FC Porto,Ricardo Carvalho,20,Centre-Back,Leça,Loan,out,0,Liga Nos,1998,1998/1999
FC Porto,Kenedy,24,Left-Back,Albacete,Free Transfer,out,0,Liga Nos,1998,1998/1999
FC Porto,António Folha,27,Left Winger,Standard Liège,Loan,out,0,Liga Nos,1998,1998/1999
FC Porto,Gaspar,23,Centre-Back,Leça,?,out,NA,Liga Nos,1998,1998/1999
FC Porto,Pedro Taborda,20,Goalkeeper,Vizela,?,out,NA,Liga Nos,1998,1998/1999
FC Porto,Darko Butorovic,28,Right-Back,Vitesse,Loan,out,0,Liga Nos,1998,1998/1999
FC Porto,Neves,27,Right-Back,Chaves,?,out,NA,Liga Nos,1998,1998/1999
FC Porto,Joca,18,Right-Back,Leça,Loan,out,0,Liga Nos,1998,1998/1999
FC Porto,Péter Lipcsei,26,Central Midfield,Wüstenrot Sbg,?,out,NA,Liga Nos,1998,1998/1999
FC Porto,Barroso,27,Central Midfield,Coimbra,?,out,NA,Liga Nos,1998,1998/1999
FC Porto,João Costa,24,Defensive Midfield,Vit. Guimarães,?,out,NA,Liga Nos,1998,1998/1999
FC Porto,Lula,32,Centre-Back,EC Vitória,?,out,NA,Liga Nos,1998,1998/1999
Boavista Porto FC,Sergiy Atelkin,26,Centre-Forward,Lecce,Loan,in,0,Liga Nos,1998,1998/1999
Boavista Porto FC,Rogerio,23,Left Midfield,Unknown,?,in,NA,Liga Nos,1998,1998/1999
Boavista Porto FC,Erwin Sánchez,28,Attacking Midfield,Benfica,?,in,NA,Liga Nos,1998,1998/1999
Boavista Porto FC,Pedro Martins,27,Defensive Midfield,Sporting CP,?,in,NA,Liga Nos,1998,1998/1999
Boavista Porto FC,Alexandre,24,Right-Back,Famalicão,?,in,NA,Liga Nos,1998,1998/1999
Boavista Porto FC,Artur Jorge Vicente,25,Forward,Salgueiros,?,in,NA,Liga Nos,1998,1998/1999
Boavista Porto FC,Augustine Ahinful,23,Centre-Forward,Grasshoppers,?,in,NA,Liga Nos,1998,1998/1999
Boavista Porto FC,Jorge Silva,22,Defensive Midfield,Leiria,?,in,NA,Liga Nos,1998,1998/1999
Boavista Porto FC,Injai Braíma,22,Defensive Midfield,União Lamas,?,in,NA,Liga Nos,1998,1998/1999
Boavista Porto FC,Cavaco,26,Forward,Stockport,?,in,NA,Liga Nos,1998,1998/1999
Boavista Porto FC,William,30,Goalkeeper,EC Vitória,?,in,NA,Liga Nos,1998,1998/1999
Boavista Porto FC,Douala,19,Left Winger,Saint-Étienne,?,in,NA,Liga Nos,1998,1998/1999
Boavista Porto FC,Paulo Sousa,17,Defensive Midfield,Boavista U19,-,in,0,Liga Nos,1998,1998/1999
Boavista Porto FC,Nené,18,Defensive Midfield,Boavista U19,-,in,0,Liga Nos,1998,1998/1999
Boavista Porto FC,João Paulo,18,Centre-Forward,Boavista U19,-,in,0,Liga Nos,1998,1998/1999
Boavista Porto FC,Sérgio Leite,18,Goalkeeper,Boavista U19,-,in,0,Liga Nos,1998,1998/1999
Boavista Porto FC,Almami Moreira,20,Attacking Midfield,Gondomar,"End of loanJun 30, 1998",in,0,Liga Nos,1998,1998/1999
Boavista Porto FC,Rui Lima,20,Attacking Midfield,Gondomar,"End of loanJun 30, 1998",in,0,Liga Nos,1998,1998/1999
Boavista Porto FC,Almami Moreira,20,Attacking Midfield,Gil Vicente,Loan,out,0,Liga Nos,1998,1998/1999
Boavista Porto FC,Russell Latapy,30,Attacking Midfield,Hibernian FC,Free Transfer,out,0,Liga Nos,1998,1998/1999
Boavista Porto FC,Delfim,21,Central Midfield,Sporting CP,?,out,NA,Liga Nos,1998,1998/1999
Boavista Porto FC,Sasa Simic,29,Attacking Midfield,Beira-Mar,?,out,NA,Liga Nos,1998,1998/1999
Boavista Porto FC,Rui Lima,20,Attacking Midfield,Desportivo Aves,Loan,out,0,Liga Nos,1998,1998/1999
Boavista Porto FC,Cândido Rego,27,Goalkeeper,Maia,?,out,NA,Liga Nos,1998,1998/1999
Boavista Porto FC,Hélder Baptista,26,Midfielder,Paris SG,?,out,NA,Liga Nos,1998,1998/1999
Boavista Porto FC,Rui Miguel,23,Centre-Forward,Maia,?,out,NA,Liga Nos,1998,1998/1999
Boavista Porto FC,Luis Carlos,29,Midfielder,Braga,?,out,NA,Liga Nos,1998,1998/1999
Boavista Porto FC,Artur Jorge Vicente,26,Forward,Leiria,?,out,NA,Liga Nos,1998,1998/1999
Boavista Porto FC,Isaias,31,Centre-Back,Cruzeiro,?,out,NA,Liga Nos,1998,1998/1999
Boavista Porto FC,José Tavares,33,Central Midfield,Leiria,?,out,NA,Liga Nos,1998,1998/1999
Boavista Porto FC,José Fernando Tavares,33,Midfielder,Leiria,?,out,NA,Liga Nos,1998,1998/1999
Boavista Porto FC,Hélder Batista,26,Midfielder,Paris SG,?,out,NA,Liga Nos,1998,1998/1999
Boavista Porto FC,Alfredo Castro,35,Goalkeeper,Retired,-,out,0,Liga Nos,1998,1998/1999
Boavista Porto FC,Jaime Alves,33,Right-Back,Retired,-,out,0,Liga Nos,1998,1998/1999
SL Benfica,Karel Poborsky,26,Right Midfield,Man Utd,£2.52m,in,2.52,Liga Nos,1998,1998/1999
SL Benfica,Steve Harkness,27,Left-Back,Liverpool,£1.01m,in,1.01,Liga Nos,1998,1998/1999
SL Benfica,Michael Thomas,30,Right Midfield,Liverpool,Free Transfer,in,0,Liga Nos,1998,1998/1999
SL Benfica,Porfírio,24,Left Midfield,Racing,?,in,NA,Liga Nos,1998,1998/1999
SL Benfica,Dean Saunders,34,Centre-Forward,Sheffield Utd.,?,in,NA,Liga Nos,1998,1998/1999
SL Benfica,Jorge Cadete,30,Centre-Forward,Celta de Vigo,?,in,NA,Liga Nos,1998,1998/1999
SL Benfica,Nandinho,25,Right Winger,Salgueiros,?,in,NA,Liga Nos,1998,1998/1999
SL Benfica,Marco Freitas,25,Defensive Midfield,Vit. Guimarães,?,in,NA,Liga Nos,1998,1998/1999
SL Benfica,Gary Charles,28,Right-Back,Aston Villa,?,in,NA,Liga Nos,1998,1998/1999
SL Benfica,Luís Andrade,24,Defensive Midfield,Belenenses SAD,?,in,NA,Liga Nos,1998,1998/1999
SL Benfica,Pepa,18,Centre-Forward,Benfica U19,-,in,0,Liga Nos,1998,1998/1999
