club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
Ajax Amsterdam,Niklas Moisander,26,Centre-Back,AZ Alkmaar,£3.60m,in,Summer,3.6,Eredivisie,2012,2012/2013
Ajax Amsterdam,Lucas Andersen,17,Left Winger,Aalborg BK,£1.26m,in,Summer,1.26,Eredivisie,2012,2012/2013
Ajax Amsterdam,Tobias Sana,23,Left Winger,IFK Göteborg,£288Th.,in,Summer,0.288,Eredivisie,2012,2012/2013
Ajax Amsterdam,Ryan Babel,25,Left Winger,TSG Hoffenheim,free transfer,in,Summer,NA,Eredivisie,2012,2012/2013
Ajax Amsterdam,Christian Poulsen,32,Defensive Midfield,Évian,free transfer,in,Summer,NA,Eredivisie,2012,2012/2013
Ajax Amsterdam,Lasse Schöne,26,Defensive Midfield,NEC Nijmegen,free transfer,in,Summer,NA,Eredivisie,2012,2012/2013
Ajax Amsterdam,Viktor Fischer,18,Left Winger,Ajax U19,-,in,Summer,0,Eredivisie,2012,2012/2013
Ajax Amsterdam,Stefano Denswil,19,Centre-Back,Ajax U19,-,in,Summer,0,Eredivisie,2012,2012/2013
Ajax Amsterdam,Jody Lukoki,19,Right Winger,Ajax U21,-,in,Summer,0,Eredivisie,2012,2012/2013
Ajax Amsterdam,Mitchell Dijks,19,Left-Back,Ajax U19,-,in,Summer,0,Eredivisie,2012,2012/2013
Ajax Amsterdam,Mickey van der Hart,18,Goalkeeper,Ajax U19,-,in,Summer,0,Eredivisie,2012,2012/2013
Ajax Amsterdam,Dico Koppers,20,Left-Back,Ajax U21,-,in,Summer,0,Eredivisie,2012,2012/2013
Ajax Amsterdam,Davy Klaassen,19,Attacking Midfield,Ajax U19,-,in,Summer,0,Eredivisie,2012,2012/2013
Ajax Amsterdam,Joël Veltman,20,Right-Back,Ajax U21,-,in,Summer,0,Eredivisie,2012,2012/2013
Ajax Amsterdam,Darío Cvitanich,28,Centre-Forward,Boca Juniors,"End of loanJul 5, 2012",in,Summer,0,Eredivisie,2012,2012/2013
Ajax Amsterdam,Florian Jozefzoon,21,Right Winger,NAC Breda,"End of loanJun 30, 2012",in,Summer,0,Eredivisie,2012,2012/2013
