club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
Athletic Bilbao,Aritz Aduriz,31,Centre-Forward,Valencia,£2.25m,in,Summer,2.25,Primera Division,2012,2012/2013
Athletic Bilbao,Isma López,22,Left-Back,CD Lugo,free transfer,in,Summer,NA,Primera Division,2012,2012/2013
Athletic Bilbao,Iago Herrerín,24,Goalkeeper,Atl. Madrid B,free transfer,in,Summer,NA,Primera Division,2012,2012/2013
Athletic Bilbao,Pablo Orbaiz,33,Defensive Midfield,Olympiacos,"End of loanJun 30, 2012",in,Summer,0,Primera Division,2012,2012/2013
Athletic Bilbao,Galder Cerrajería,23,Central Midfield,Real Murcia,"End of loanJun 30, 2012",in,Summer,0,Primera Division,2012,2012/2013
Athletic Bilbao,Ustaritz,29,Centre-Back,Real Betis,"End of loanJun 30, 2012",in,Summer,0,Primera Division,2012,2012/2013
Athletic Bilbao,Iñigo Díaz de Cerio,28,Centre-Forward,CD Numancia,"End of loanJun 30, 2012",in,Summer,0,Primera Division,2012,2012/2013
Athletic Bilbao,Javi Martínez,23,Defensive Midfield,FC Bayern,£36.00m,out,Summer,36,Primera Division,2012,2012/2013
Athletic Bilbao,David López,29,Central Midfield,Brighton,free transfer,out,Summer,NA,Primera Division,2012,2012/2013
Athletic Bilbao,Galder Cerrajería,23,Central Midfield,Real Oviedo,free transfer,out,Summer,NA,Primera Division,2012,2012/2013
Athletic Bilbao,Pablo Orbaiz,33,Defensive Midfield,Rubin Kazan,free transfer,out,Summer,NA,Primera Division,2012,2012/2013
Athletic Bilbao,Koikili,31,Left-Back,CD Mirandés,free transfer,out,Summer,NA,Primera Division,2012,2012/2013
Athletic Bilbao,Igor Gabilondo,33,Left Midfield,AEK Larnaca,free transfer,out,Summer,NA,Primera Division,2012,2012/2013
Athletic Bilbao,Iñigo Díaz de Cerio,28,Centre-Forward,CD Mirandés,free transfer,out,Summer,NA,Primera Division,2012,2012/2013
Athletic Bilbao,Iago Herrerín,24,Goalkeeper,CD Numancia,loan transfer,out,Summer,NA,Primera Division,2012,2012/2013
Athletic Bilbao,Iban Zubiaurre,29,Right-Back,UD Salamanca,loan transfer,out,Summer,NA,Primera Division,2012,2012/2013
Athletic Bilbao,Ustaritz,29,Centre-Back,Without Club,-,out,Summer,0,Primera Division,2012,2012/2013
Athletic Bilbao,Aitor Ocio,35,Centre-Back,Retired,-,out,Summer,0,Primera Division,2012,2012/2013
Granada CF,Youssef El Arabi,25,Centre-Forward,Hilal,£4.50m,in,Summer,4.5,Primera Division,2012,2012/2013
Granada CF,Allan,21,Central Midfield,Maldonado,£2.70m,in,Summer,2.7,Primera Division,2012,2012/2013
Granada CF,Borja Gómez,24,Centre-Back,Karpaty,£720Th.,in,Summer,0.72,Primera Division,2012,2012/2013
Granada CF,Silvan Widmer,19,Right-Back,FC Aarau,£675Th.,in,Summer,0.675,Primera Division,2012,2012/2013
Granada CF,Yacine Brahimi,22,Left Winger,Stade Rennais,Loan fee:£270Th.,in,Summer,0.27,Primera Division,2012,2012/2013
Granada CF,Juanma Ortiz,30,Right-Back,Rangers,free transfer,in,Summer,NA,Primera Division,2012,2012/2013
Granada CF,Iriney,31,Central Midfield,Real Betis,free transfer,in,Summer,NA,Primera Division,2012,2012/2013
Granada CF,Brayan Angulo,22,Left-Back,Atl. Baleares,free transfer,in,Summer,NA,Primera Division,2012,2012/2013
Granada CF,Álex Bernal,21,Central Midfield,Betis B,free transfer,in,Summer,NA,Primera Division,2012,2012/2013
Granada CF,Ritchie Kitoko,24,Central Midfield,CD Tenerife,free transfer,in,Summer,NA,Primera Division,2012,2012/2013
Granada CF,Gabriel Torje,22,Right Winger,Udinese Calcio,loan transfer,in,Summer,NA,Primera Division,2012,2012/2013
Granada CF,Antonio Floro Flores,29,Centre-Forward,Udinese Calcio,loan transfer,in,Summer,NA,Primera Division,2012,2012/2013
Granada CF,Allan Nyom,24,Right-Back,Udinese Calcio,loan transfer,in,Summer,NA,Primera Division,2012,2012/2013
Granada CF,Gonzalo,24,Goalkeeper,Cádiz CF,"End of loanJul 1, 2012",in,Summer,0,Primera Division,2012,2012/2013
Granada CF,José María Cases,25,Attacking Midfield,Cádiz CF,"End of loanJun 30, 2012",in,Summer,0,Primera Division,2012,2012/2013
Granada CF,Matías Campos Toro,23,Left-Back,CDUC,"End of loanJun 30, 2012",in,Summer,0,Primera Division,2012,2012/2013
Granada CF,Álex Goikoetxea,29,Centre-Back,Cádiz CF,"End of loanJun 30, 2012",in,Summer,0,Primera Division,2012,2012/2013
Granada CF,Óscar Pérez,30,Central Midfield,Cádiz CF,"End of loanJul 1, 2012",in,Summer,0,Primera Division,2012,2012/2013
Granada CF,Fabián Orellana,26,Right Winger,Celta de Vigo,"End of loanJun 30, 2012",in,Summer,0,Primera Division,2012,2012/2013
Granada CF,Kabiru Akinsola,21,Centre-Forward,Cádiz CF,"End of loanJun 30, 2012",in,Summer,0,Primera Division,2012,2012/2013
Granada CF,Juanjo,26,Centre-Forward,Cádiz CF,"End of loanJun 30, 2012",in,Summer,0,Primera Division,2012,2012/2013
Granada CF,Álex Cruz,22,Right Winger,CE Sabadell,"End of loanJun 30, 2012",in,Summer,0,Primera Division,2012,2012/2013
Granada CF,Toti,24,Attacking Midfield,Cádiz CF,"End of loanJun 30, 2012",in,Summer,0,Primera Division,2012,2012/2013
Granada CF,David de Coz,32,Right-Back,Cádiz CF,"End of loanJun 30, 2012",in,Summer,0,Primera Division,2012,2012/2013
Granada CF,Ikechi Anya,24,Left Midfield,Cádiz CF,"End of loanJun 30, 2012",in,Summer,0,Primera Division,2012,2012/2013
Granada CF,Jeison Murillo,20,Centre-Back,Cádiz CF,"End of loanJun 30, 2012",in,Summer,0,Primera Division,2012,2012/2013
Granada CF,David Ferreiro,24,Right Winger,Cádiz CF,"End of loanJun 1, 2012",in,Summer,0,Primera Division,2012,2012/2013
Granada CF,Yohan Mollo,22,Right Winger,AS Nancy,"End of loanJun 30, 2012",in,Summer,0,Primera Division,2012,2012/2013
Granada CF,Pedro Barrancos,24,Attacking Midfield,Caravaca CF,"End of loanJun 30, 2012",in,Summer,0,Primera Division,2012,2012/2013
Granada CF,Daniel Pudil,26,Left-Back,Cesena,"End of loanJun 30, 2012",in,Summer,0,Primera Division,2012,2012/2013
Granada CF,Gabriel Silva,21,Left-Back,Novara,"End of loanJun 30, 2012",in,Summer,0,Primera Division,2012,2012/2013
Granada CF,Héctor Yuste,24,Centre-Back,Cádiz CF,"End of loanJun 1, 2012",in,Summer,0,Primera Division,2012,2012/2013
Granada CF,Gabriel Silva,21,Left-Back,Udinese Calcio,£3.60m,out,Summer,3.6,Primera Division,2012,2012/2013
Granada CF,Yohan Mollo,22,Right Winger,AS Nancy,£1.80m,out,Summer,1.8,Primera Division,2012,2012/2013
Granada CF,David Ferreiro,24,Right Winger,Racing,Loan fee:£45Th.,out,Summer,0.045,Primera Division,2012,2012/2013
Granada CF,Abel Gómez,30,Central Midfield,Córdoba CF,free transfer,out,Summer,NA,Primera Division,2012,2012/2013
