club_name,player_name,age,position,club_involved_name,fee,transfer_movement,fee_cleaned,league_name,year,season
Feyenoord Rotterdam,Bernard Schuiteman,21,Centre-Back,Bay. Leverkusen,£675k,in,0.675,Eredivisie,1994,1994/1995
Feyenoord Rotterdam,Gláucio,19,Attacking Midfield,Portuguesa,?,in,NA,Eredivisie,1994,1994/1995
Feyenoord Rotterdam,Denis Klyuev,21,Central Midfield,Dinamo Moscow,?,in,NA,Eredivisie,1994,1994/1995
Feyenoord Rotterdam,Ellery Cairo,15,Right Winger,Feyenoord U19,-,in,0,Eredivisie,1994,1994/1995
Feyenoord Rotterdam,Michael Obiku,26,Centre-Forward,Helsingborg,"End of loanOct 1, 1994",in,0,Eredivisie,1994,1994/1995
Feyenoord Rotterdam,Barry Dubbeldeman,18,Defender,Feyenoord U19,-,in,0,Eredivisie,1994,1994/1995
Feyenoord Rotterdam,Giovanni van Bronckhorst,19,Left-Back,RKC Waalwijk,"End of loanJun 30, 1994",in,0,Eredivisie,1994,1994/1995
Feyenoord Rotterdam,Lloyd Kammeron,22,Centre-Forward,Go Ahead Eagles,"End of loanJun 30, 1994",in,0,Eredivisie,1994,1994/1995
Feyenoord Rotterdam,Lloyd Kammeron,22,Centre-Forward,Go Ahead Eagles,Free Transfer,out,0,Eredivisie,1994,1994/1995
Feyenoord Rotterdam,Dean Gorré,24,Right Winger,FC Groningen,?,out,NA,Eredivisie,1994,1994/1995
Feyenoord Rotterdam,Arnar Gunnlaugsson,21,Centre-Forward,1.FC Nuremberg,?,out,NA,Eredivisie,1994,1994/1995
Feyenoord Rotterdam,Wessel Weezenberg,25,Midfielder,Unknown,?,out,NA,Eredivisie,1994,1994/1995
Feyenoord Rotterdam,Bjarki Gunnlaugsson,21,Attacking Midfield,1.FC Nuremberg,?,out,NA,Eredivisie,1994,1994/1995
Feyenoord Rotterdam,Michael Obiku,25,Centre-Forward,Helsingborg,Loan,out,0,Eredivisie,1994,1994/1995
Feyenoord Rotterdam,John van Loen,29,Centre-Forward,Sanf. Hiroshima,Loan,out,0,Eredivisie,1994,1994/1995
Feyenoord Rotterdam,John Metgod,36,Centre-Back,Retired,-,out,0,Eredivisie,1994,1994/1995
Ajax Amsterdam,Winston Bogarde,23,Centre-Back,Sparta R.,£900k,in,0.9,Eredivisie,1994,1994/1995
Ajax Amsterdam,Fred Grim,28,Goalkeeper,Cambuur L.,£307k,in,0.307,Eredivisie,1994,1994/1995
Ajax Amsterdam,Kiki Musampa,17,Left Winger,Ajax U19,-,in,0,Eredivisie,1994,1994/1995
Ajax Amsterdam,Patrick Kluivert,18,Centre-Forward,Ajax U19,-,in,0,Eredivisie,1994,1994/1995
Ajax Amsterdam,Nordin Wooter,16,Right Winger,Ajax U19,-,in,0,Eredivisie,1994,1994/1995
Ajax Amsterdam,Mendel Witzenhausen,18,Midfielder,Ajax U19,-,in,0,Eredivisie,1994,1994/1995
Ajax Amsterdam,Michael Reiziger,21,Right-Back,FC Groningen,"End of loanJun 30, 1994",in,0,Eredivisie,1994,1994/1995
Ajax Amsterdam,Dennis van de Poll,23,Goalkeeper,FC Den Bosch,"End of loanJun 1, 1994",in,0,Eredivisie,1994,1994/1995
Ajax Amsterdam,Donny Huysen,20,Forward,Go Ahead Eagles,"End of loanJun 30, 1994",in,0,Eredivisie,1994,1994/1995
Ajax Amsterdam,Michel Kreek,23,Left-Back,Padova,£818k,out,0.818,Eredivisie,1994,1994/1995
Ajax Amsterdam,Dries Boussatta,21,Right Winger,Haarlem,?,out,NA,Eredivisie,1994,1994/1995
Ajax Amsterdam,Donny Huysen,20,Forward,Haarlem,Loan,out,0,Eredivisie,1994,1994/1995
Ajax Amsterdam,Ignacio Tuhuteru,20,Left Winger,RBC,Loan,out,0,Eredivisie,1994,1994/1995
Ajax Amsterdam,Stanley Menzo,30,Goalkeeper,PSV Eindhoven,?,out,NA,Eredivisie,1994,1994/1995
Ajax Amsterdam,Dennis van de Poll,23,Goalkeeper,Haarlem,?,out,NA,Eredivisie,1994,1994/1995
Ajax Amsterdam,Johnny Hansen,28,Defensive Midfield,Odense BK,?,out,NA,Eredivisie,1994,1994/1995
Ajax Amsterdam,Dan Petersen,22,Centre-Forward,Monaco,?,out,NA,Eredivisie,1994,1994/1995
Ajax Amsterdam,Stefan Pettersson,31,Centre-Forward,IFK Göteborg,?,out,NA,Eredivisie,1994,1994/1995
PSV Eindhoven,Ronaldo,17,Centre-Forward,Cruzeiro,£4.93m,in,4.93,Eredivisie,1994,1994/1995
PSV Eindhoven,Vampeta,20,Central Midfield,EC Vitória,£2.70m,in,2.7,Eredivisie,1994,1994/1995
PSV Eindhoven,Ronald Waterreus,23,Goalkeeper,Roda JC,Free Transfer,in,0,Eredivisie,1994,1994/1995
PSV Eindhoven,Eidur Gudjohnsen,16,Centre-Forward,Valur,Free Transfer,in,0,Eredivisie,1994,1994/1995
PSV Eindhoven,Luc Nilis,27,Centre-Forward,RSC Anderlecht,?,in,NA,Eredivisie,1994,1994/1995
PSV Eindhoven,Boudewijn Pahlplatz,22,Forward,FC Twente,?,in,NA,Eredivisie,1994,1994/1995
PSV Eindhoven,Stan Valckx,31,Sweeper,Sporting CP,?,in,NA,Eredivisie,1994,1994/1995
PSV Eindhoven,Marciano Vink,23,Defensive Midfield,Genoa,?,in,NA,Eredivisie,1994,1994/1995
PSV Eindhoven,Stanley Menzo,30,Goalkeeper,Ajax,?,in,NA,Eredivisie,1994,1994/1995
PSV Eindhoven,Boudewijn Zenden,17,Left Winger,PSV U19,-,in,0,Eredivisie,1994,1994/1995
PSV Eindhoven,Björn van der Doelen,17,Central Midfield,PSV U19,-,in,0,Eredivisie,1994,1994/1995
PSV Eindhoven,Jürgen Dirkx,18,Centre-Back,PSV U19,-,in,0,Eredivisie,1994,1994/1995
PSV Eindhoven,Tom van der Leegte,17,Defensive Midfield,PSV U19,-,in,0,Eredivisie,1994,1994/1995
PSV Eindhoven,Wilfred Bouma,16,Left-Back,PSV U19,-,in,0,Eredivisie,1994,1994/1995
PSV Eindhoven,Ernest Faber,22,Centre-Back,FC Groningen,"End of loanJun 30, 1994",in,0,Eredivisie,1994,1994/1995
PSV Eindhoven,Marco de Jong,22,Defender,NEC Nijmegen,"End of loanJun 1, 1994",in,0,Eredivisie,1994,1994/1995
PSV Eindhoven,Roberto Verhagen,21,Defender,Eindhoven,"End of loanJun 30, 1994",in,0,Eredivisie,1994,1994/1995
