club_name,player_name,age,position,club_involved_name,fee,transfer_movement,fee_cleaned,league_name,year,season
Arsenal FC,Eddie McGoldrick,28,Central Midfield,Crystal Palace,£1.15m,in,1.15,Premier League,1993,1993/1994
Arsenal FC,Paul Dickov,21,Centre-Forward,Luton Town,"End of loanDec 1, 1993",in,0,Premier League,1993,1993/1994
Arsenal FC,Adrian Clarke,18,Midfielder,Arsenal Res.,-,in,0,Premier League,1993,1993/1994
Arsenal FC,Paul Dickov,21,Centre-Forward,Brighton,"End of loanMay 1, 1994",in,0,Premier League,1993,1993/1994
Arsenal FC,Neil Heaney,22,Right Winger,Southampton,£342k,out,0.342,Premier League,1993,1993/1994
Arsenal FC,Paul Dickov,20,Centre-Forward,Luton Town,Loan,out,0,Premier League,1993,1993/1994
Arsenal FC,Paul Dickov,21,Centre-Forward,Brighton,Loan,out,0,Premier League,1993,1993/1994
Arsenal FC,Pal Lydersen,28,Left-Back,Start,?,out,NA,Premier League,1993,1993/1994
Arsenal FC,David O'Leary,35,Centre-Back,Leeds,?,out,NA,Premier League,1993,1993/1994
Arsenal FC,Colin Pates,31,Centre-Back,Brighton,?,out,NA,Premier League,1993,1993/1994
Chelsea FC,Gavin Peacock,26,Midfielder,Newcastle,£1.53m,in,1.53,Premier League,1993,1993/1994
Chelsea FC,Mark Stein,27,Centre-Forward,Stoke City,£1.50m,in,1.5,Premier League,1993,1993/1994
Chelsea FC,Jakob Kjeldbjerg,23,Centre-Back,Silkeborg IF,£432k,in,0.432,Premier League,1993,1993/1994
Chelsea FC,Andy Dow,20,Defender,Dundee FC,?,in,NA,Premier League,1993,1993/1994
Chelsea FC,Glenn Hoddle,35,Attacking Midfield,Swindon Town,?,in,NA,Premier League,1993,1993/1994
Chelsea FC,Steve Livingstone,24,Centre-Forward,Port Vale,"End of loanOct 1, 1993",in,0,Premier League,1993,1993/1994
Chelsea FC,Nick Colgan,20,Goalkeeper,Crewe Alexandra,"End of loanMay 1, 1994",in,0,Premier League,1993,1993/1994
Chelsea FC,Anthony Barness,20,Right-Back,Middlesbrough,"End of loanSep 1, 1993",in,0,Premier League,1993,1993/1994
Chelsea FC,Michael Duberry,17,Centre-Back,Chelsea U18,-,in,0,Premier League,1993,1993/1994
Chelsea FC,Kevin Hitchcock,30,Goalkeeper,West Ham,"End of loanJun 30, 1993",in,0,Premier League,1993,1993/1994
Chelsea FC,Andy Townsend,29,Central Midfield,Aston Villa,£2.16m,out,2.16,Premier League,1993,1993/1994
Chelsea FC,Graham Stuart,22,Attacking Midfield,Everton,£1.15m,out,1.15,Premier League,1993,1993/1994
Chelsea FC,Ian Pearce,19,Centre-Back,Blackburn,£405k,out,0.405,Premier League,1993,1993/1994
Chelsea FC,Dave Beasant,34,Goalkeeper,Southampton,£342k,out,0.342,Premier League,1993,1993/1994
Chelsea FC,Damian Matthew,23,Midfielder,Crystal Palace,£168k,out,0.168,Premier League,1993,1993/1994
Chelsea FC,Steve Livingstone,24,Centre-Forward,Grimsby Town,£135k,out,0.135,Premier League,1993,1993/1994
Chelsea FC,Nick Colgan,19,Goalkeeper,Crewe Alexandra,Loan,out,0,Premier League,1993,1993/1994
Chelsea FC,Anthony Barness,20,Right-Back,Middlesbrough,Loan,out,0,Premier League,1993,1993/1994
Chelsea FC,Alan Dickens,28,Central Midfield,Colchester Utd.,?,out,NA,Premier League,1993,1993/1994
Chelsea FC,Steve Livingstone,23,Centre-Forward,Port Vale,Loan,out,0,Premier League,1993,1993/1994
Chelsea FC,Mal Donaghy,36,Left-Back,Retired,-,out,0,Premier League,1993,1993/1994
Chelsea FC,Paul Elliott,30,Centre-Back,Retired,-,out,0,Premier League,1993,1993/1994
Ipswich Town,Steve Sedgley,26,Midfielder,Spurs,£1.13m,in,1.13,Premier League,1993,1993/1994
Ipswich Town,Ian Marshall,27,Centre-Forward,Oldham Athletic,£1.01m,in,1.01,Premier League,1993,1993/1994
Ipswich Town,Paul Mason,29,Midfielder,Aberdeen FC,?,in,NA,Premier League,1993,1993/1994
Ipswich Town,Neil Gregory,21,Centre-Forward,Chesterfield FC,"End of loanMay 31, 1994",in,0,Premier League,1993,1993/1994
Ipswich Town,Leo Cotterell,19,Centre-Back,Ipswich U23,-,in,0,Premier League,1993,1993/1994
Ipswich Town,Jason Dozzell,25,Central Midfield,Spurs,£2.16m,out,2.16,Premier League,1993,1993/1994
Ipswich Town,Neil Gregory,21,Centre-Forward,Chesterfield FC,Loan,out,0,Premier League,1993,1993/1994
Ipswich Town,Steve Whitton,33,Forward,Colchester Utd.,£11k,out,0.011,Premier League,1993,1993/1994
Ipswich Town,Vlado Bozinoski,29,Central Midfield,Paços Ferreira,?,out,NA,Premier League,1993,1993/1994
Newcastle United,Andy Cole,22,Centre-Forward,Bristol City,£2.43m,in,2.43,Premier League,1993,1993/1994
Newcastle United,Ruel Fox,26,Right Winger,Norwich,£2.25m,in,2.25,Premier League,1993,1993/1994
Newcastle United,Peter Beardsley,32,Second Striker,Everton,£1.53m,in,1.53,Premier League,1993,1993/1994
Newcastle United,Mike Hooper,29,Goalkeeper,Liverpool,£565k,in,0.565,Premier League,1993,1993/1994
Newcastle United,Malcolm Allen,26,Forward,Millwall,£315k,in,0.315,Premier League,1993,1993/1994
Newcastle United,Nikodimos Papavasiliou,22,Left Winger,OFI Crete,£162k,in,0.162,Premier League,1993,1993/1994
Newcastle United,Chris Holland,18,Central Midfield,Preston NE,£107k,in,0.107,Premier League,1993,1993/1994
Newcastle United,Steve Harper,18,Goalkeeper,Seaham Red Star,Free Transfer,in,0,Premier League,1993,1993/1994
Newcastle United,John Burridge,41,Goalkeeper,Hibernian FC,Free Transfer,in,0,Premier League,1993,1993/1994
Newcastle United,Brian Reid,23,Centre-Back,Rangers,Loan,in,0,Premier League,1993,1993/1994
Newcastle United,Alex Mathie,24,Centre-Forward,Morton,?,in,NA,Premier League,1993,1993/1994
Newcastle United,Scott Sellars,27,Left Midfield,Leeds,?,in,NA,Premier League,1993,1993/1994
Newcastle United,Michael Jeffrey,21,Centre-Forward,Doncaster,?,in,NA,Premier League,1993,1993/1994
Newcastle United,Matty Appleby,22,Midfielder,Darlington,"End of loanMay 1, 1994",in,0,Premier League,1993,1993/1994
Newcastle United,Kevin Brock,31,Midfielder,Cardiff,"End of loanApr 26, 1994",in,0,Premier League,1993,1993/1994
Newcastle United,Robbie Elliott,19,Left-Back,Newcastle U23,-,in,0,Premier League,1993,1993/1994
Newcastle United,Gavin Peacock,26,Midfielder,Chelsea,£1.53m,out,1.53,Premier League,1993,1993/1994
Newcastle United,Kevin Scott,27,Defender,Spurs,£990k,out,0.99,Premier League,1993,1993/1994
Newcastle United,David Kelly,27,Centre-Forward,Wolves,£746k,out,0.746,Premier League,1993,1993/1994
Newcastle United,Tommy Wright,29,Goalkeeper,Nottm Forest,£608k,out,0.608,Premier League,1993,1993/1994
Newcastle United,Alan Thompson,19,Left Midfield,Bolton,£338k,out,0.338,Premier League,1993,1993/1994
Newcastle United,Brian Kilcline,31,Centre-Back,Swindon Town,£101k,out,0.101,Premier League,1993,1993/1994
Newcastle United,Matty Appleby,22,Midfielder,Darlington,Free Transfer,out,0,Premier League,1993,1993/1994
Newcastle United,John Burridge,41,Goalkeeper,Scarborough,Free Transfer,out,0,Premier League,1993,1993/1994
Newcastle United,Matty Appleby,21,Midfielder,Darlington,Loan,out,0,Premier League,1993,1993/1994
