club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
Sunderland AFC,David Connolly,29,Centre-Forward,Wigan,£2.07m,in,Summer,2.07,Championship,2006,2006/2007
Sunderland AFC,Tobias Hysén,24,Centre-Forward,Djurgarden,£1.89m,in,Summer,1.89,Championship,2006,2006/2007
Sunderland AFC,Stanislav Varga,33,Centre-Back,Celtic,£1.49m,in,Summer,1.49,Championship,2006,2006/2007
Sunderland AFC,Ross Wallace,21,Right Midfield,Celtic,£1.17m,in,Summer,1.17,Championship,2006,2006/2007
Sunderland AFC,Graham Kavanagh,32,Central Midfield,Wigan,£675Th.,in,Summer,0.675,Championship,2006,2006/2007
Sunderland AFC,William Mocquet,23,attack,AC Le Havre,£675Th.,in,Summer,0.675,Championship,2006,2006/2007
Sunderland AFC,Clive Clarke,26,Left-Back,West Ham,£585Th.,in,Summer,0.585,Championship,2006,2006/2007
Sunderland AFC,Dwight Yorke,34,Centre-Forward,Sydney FC,£270Th.,in,Summer,0.27,Championship,2006,2006/2007
Sunderland AFC,Liam Miller,25,Central Midfield,Man Utd,free transfer,in,Summer,NA,Championship,2006,2006/2007
Sunderland AFC,Arnau Riera,24,Left Winger,Barcelona B,free transfer,in,Summer,NA,Championship,2006,2006/2007
Sunderland AFC,Robbie Elliott,32,Left-Back,Newcastle,free transfer,in,Summer,NA,Championship,2006,2006/2007
Sunderland AFC,Darren Ward,32,Goalkeeper,Norwich,free transfer,in,Summer,NA,Championship,2006,2006/2007
Sunderland AFC,Kenny Cunningham,35,Centre-Back,Birmingham,free transfer,in,Summer,NA,Championship,2006,2006/2007
Sunderland AFC,Lewin Nyatanga,18,Centre-Back,Derby,loan transfer,in,Summer,NA,Championship,2006,2006/2007
Sunderland AFC,Trevor Carson,18,Goalkeeper,Sunderland U18,-,in,Summer,0,Championship,2006,2006/2007
Sunderland AFC,Kevin Smith,20,Centre-Forward,Dundee FC,"End of loanMay 1, 2007",in,Summer,0,Championship,2006,2006/2007
Sunderland AFC,William Mocquet,24,attack,Bury,"End of loanMay 6, 2007",in,Summer,0,Championship,2006,2006/2007
Sunderland AFC,Julio Arca,25,Central Midfield,Middlesbrough,£2.16m,out,Summer,2.16,Championship,2006,2006/2007
Sunderland AFC,George McCartney,25,Left-Back,West Ham,£1.46m,out,Summer,1.46,Championship,2006,2006/2007
Sunderland AFC,Kelvin Davis,29,Goalkeeper,Southampton,£1.01m,out,Summer,1.01,Championship,2006,2006/2007
Sunderland AFC,Kevin Kyle,25,Centre-Forward,Coventry,£810Th.,out,Summer,0.81,Championship,2006,2006/2007
Sunderland AFC,Neill Collins,22,Centre-Back,Wolves,£203Th.,out,Summer,0.203,Championship,2006,2006/2007
Sunderland AFC,Daniel Smith,19,Left-Back,Aberdeen FC,free transfer,out,Summer,NA,Championship,2006,2006/2007
Sunderland AFC,Christian Bassila,28,Centre-Back,AE Larisa,free transfer,out,Summer,NA,Championship,2006,2006/2007
Sunderland AFC,Martin Woods,20,Central Midfield,Rotherham,free transfer,out,Summer,NA,Championship,2006,2006/2007
Sunderland AFC,Gary Breen,32,Centre-Back,Wolves,free transfer,out,Summer,NA,Championship,2006,2006/2007
Sunderland AFC,Joe Murphy,24,Goalkeeper,Scunthorpe Utd.,free transfer,out,Summer,NA,Championship,2006,2006/2007
Sunderland AFC,Kevin Smith,19,Centre-Forward,Wrexham,loan transfer,out,Summer,NA,Championship,2006,2006/2007
Sunderland AFC,Jon Stead,23,Centre-Forward,Derby,loan transfer,out,Summer,NA,Championship,2006,2006/2007
Sunderland AFC,Andy Welsh,23,Left Midfield,Leicester,loan transfer,out,Summer,NA,Championship,2006,2006/2007
Sunderland AFC,Clive Clarke,26,Left-Back,Coventry,loan transfer,out,Summer,NA,Championship,2006,2006/2007
Sunderland AFC,Rory Delap,30,Central Midfield,Stoke City,loan transfer,out,Summer,NA,Championship,2006,2006/2007
Sunderland AFC,Sean Taylor,20,midfield,Career break,-,out,Summer,0,Championship,2006,2006/2007
Sunderland AFC,Jonny Evans,19,Centre-Back,Man Utd,"End of loanMay 7, 2007",out,Summer,0,Championship,2006,2006/2007
Sunderland AFC,Danny Simpson,20,Right-Back,Man Utd Res.,"End of loanMay 31, 2007",out,Summer,0,Championship,2006,2006/2007
Sunderland AFC,Justin Hoyte,21,Right-Back,Arsenal,"End of loanJun 30, 2006",out,Summer,0,Championship,2006,2006/2007
Sunderland AFC,Anthony Le Tallec,21,Centre-Forward,Liverpool,"End of loanMay 8, 2006",out,Summer,0,Championship,2006,2006/2007
Birmingham City,Gary McSheffrey,24,Left Winger,Coventry,£5.40m,in,Summer,5.4,Championship,2006,2006/2007
Birmingham City,Cameron Jerome,19,Centre-Forward,Cardiff,£4.01m,in,Summer,4.01,Championship,2006,2006/2007
Birmingham City,Radhi Jaidi,30,Centre-Back,Bolton,£2.93m,in,Summer,2.93,Championship,2006,2006/2007
Birmingham City,Stephen Kelly,22,Right-Back,Spurs,£1.44m,in,Summer,1.44,Championship,2006,2006/2007
Birmingham City,Neil Danns,23,Central Midfield,Colchester Utd.,£1.01m,in,Summer,1.01,Championship,2006,2006/2007
Birmingham City,Bruno N'Gotty,35,Centre-Back,Bolton,free transfer,in,Summer,NA,Championship,2006,2006/2007
Birmingham City,Sebastian Larsson,21,Central Midfield,Arsenal,loan transfer,in,Summer,NA,Championship,2006,2006/2007
Birmingham City,Fabrice Muamba,18,Central Midfield,Arsenal,loan transfer,in,Summer,NA,Championship,2006,2006/2007
Birmingham City,Nicklas Bendtner,18,Centre-Forward,Arsenal Res.,loan transfer,in,Summer,NA,Championship,2006,2006/2007
Birmingham City,Jamie Price,17,Attacking Midfield,Birmingham U18,-,in,Summer,0,Championship,2006,2006/2007
Birmingham City,Njazi Kuqi,23,Centre-Forward,Peterborough,"End of loanJun 30, 2006",in,Summer,0,Championship,2006,2006/2007
Birmingham City,Jermaine Pennant,23,Right Winger,Liverpool,£8.19m,out,Summer,8.19,Championship,2006,2006/2007
Birmingham City,Emile Heskey,28,Centre-Forward,Wigan,£6.75m,out,Summer,6.75,Championship,2006,2006/2007
Birmingham City,Jamie Clapham,30,Left-Back,Wolves,free transfer,out,Summer,NA,Championship,2006,2006/2007
Birmingham City,Nico Vaesen,36,Goalkeeper,Lierse SK,free transfer,out,Summer,NA,Championship,2006,2006/2007
Birmingham City,Kenny Cunningham,35,Centre-Back,Sunderland,free transfer,out,Summer,NA,Championship,2006,2006/2007
Birmingham City,Stan Lazaridis,33,Left Midfield,Perth Glory,free transfer,out,Summer,NA,Championship,2006,2006/2007
Birmingham City,Carl Motteram,21,midfield,Torquay,free transfer,out,Summer,NA,Championship,2006,2006/2007
Birmingham City,Mario Melchiot,29,Right-Back,Stade Rennais,free transfer,out,Summer,NA,Championship,2006,2006/2007
Birmingham City,Alex Bruce,21,Centre-Back,Ipswich,free transfer,out,Summer,NA,Championship,2006,2006/2007
Birmingham City,Njazi Kuqi,23,Centre-Forward,FC Groningen,free transfer,out,Summer,NA,Championship,2006,2006/2007
Birmingham City,Jamie Price,19,Centre-Forward,Doncaster,free transfer,out,Summer,NA,Championship,2006,2006/2007
Birmingham City,Nick Wright,18,Centre-Forward,Bristol City,loan transfer,out,Summer,NA,Championship,2006,2006/2007
Birmingham City,Peter Till,21,Right Midfield,Leyton Orient,loan transfer,out,Summer,NA,Championship,2006,2006/2007
Birmingham City,Adam Legzdins,19,Goalkeeper,Oldham Athletic,loan transfer,out,Summer,NA,Championship,2006,2006/2007
Birmingham City,Muzzy Izzet,31,Attacking Midfield,Retired,-,out,Summer,0,Championship,2006,2006/2007
Birmingham City,Sam Alsop,21,Centre-Back,Without Club,-,out,Summer,0,Championship,2006,2006/2007
Birmingham City,Chris Sutton,33,Centre-Forward,Without Club,-,out,Summer,0,Championship,2006,2006/2007
Birmingham City,Nicklas Bendtner,19,Centre-Forward,Arsenal Res.,"End of loanMay 7, 2007",out,Summer,0,Championship,2006,2006/2007
Birmingham City,Andy Cole,35,Centre-Forward,Portsmouth,"End of loanMay 7, 2007",out,Summer,0,Championship,2006,2006/2007
Birmingham City,Fabrice Muamba,19,Central Midfield,Arsenal,"End of loanMay 1, 2007",out,Summer,0,Championship,2006,2006/2007
Birmingham City,Gary Dicker,20,Central Midfield,UCD,"End of loanMay 1, 2007",out,Summer,0,Championship,2006,2006/2007
West Bromwich Albion,Kevin Phillips,33,Centre-Forward,Aston Villa,£945Th.,in,Summer,0.945,Championship,2006,2006/2007
West Bromwich Albion,John Hartson,31,Centre-Forward,Celtic,£675Th.,in,Summer,0.675,Championship,2006,2006/2007
West Bromwich Albion,Paul McShane,20,Centre-Back,Man Utd Res.,£450Th.,in,Summer,0.45,Championship,2006,2006/2007
West Bromwich Albion,Luke Steele,21,Centre-Forward,Man Utd,£225Th.,in,Summer,0.225,Championship,2006,2006/2007
West Bromwich Albion,Chris Perry,33,Centre-Back,Charlton,free transfer,in,Summer,NA,Championship,2006,2006/2007
West Bromwich Albion,Pascal Zuberbühler,35,Goalkeeper,FC Basel,free transfer,in,Summer,NA,Championship,2006,2006/2007
West Bromwich Albion,Luke Daniels,18,Goalkeeper,West Brom U18,-,in,Summer,0,Championship,2006,2006/2007
West Bromwich Albion,Luke Steele,22,Centre-Forward,Coventry,"End of loanMay 1, 2007",in,Summer,0,Championship,2006,2006/2007
West Bromwich Albion,Junichi Inamoto,26,Defensive Midfield,Galatasaray,£270Th.,out,Summer,0.27,Championship,2006,2006/2007
West Bromwich Albion,Andy Johnson,32,Attacking Midfield,Leicester,free transfer,out,Summer,NA,Championship,2006,2006/2007
West Bromwich Albion,Nwankwo Kanu,29,Centre-Forward,Portsmouth,free transfer,out,Summer,NA,Championship,2006,2006/2007
West Bromwich Albion,Kevin Campbell,36,Centre-Forward,Cardiff,free transfer,out,Summer,NA,Championship,2006,2006/2007
West Bromwich Albion,Tomasz Kuszczak,24,Goalkeeper,Man Utd,loan transfer,out,Summer,NA,Championship,2006,2006/2007
West Bromwich Albion,Jan Kozak,26,Attacking Midfield,Artmedia Brat.,"End of loanJun 30, 2006",out,Summer,0,Championship,2006,2006/2007
West Bromwich Albion,Sam Sodje,27,Centre-Back,Reading,"End of loanMay 1, 2007",out,Summer,0,Championship,2006,2006/2007
Coventry City,Elliott Ward,21,Centre-Back,West Ham,£1.13m,in,Summer,1.13,Championship,2006,2006/2007
Coventry City,Leon McKenzie,28,Centre-Forward,Norwich,£878Th.,in,Summer,0.878,Championship,2006,2006/2007
Coventry City,Kevin Kyle,25,Centre-Forward,Sunderland,£810Th.,in,Summer,0.81,Championship,2006,2006/2007
Coventry City,Chris Birchall,22,Right Midfield,Port Vale,£405Th.,in,Summer,0.405,Championship,2006,2006/2007
Coventry City,David McNamee,25,Right-Back,Livingston FC,£117Th.,in,Summer,0.117,Championship,2006,2006/2007
Coventry City,Rafa González,35,Goalkeeper,Real Oviedo,free transfer,in,Summer,NA,Championship,2006,2006/2007
Coventry City,Colin Cameron,33,Central Midfield,Wolves,free transfer,in,Summer,NA,Championship,2006,2006/2007
Coventry City,Jay Tabb,22,Left Midfield,Brentford,free transfer,in,Summer,NA,Championship,2006,2006/2007
Coventry City,Colin Hawkins,28,Centre-Back,Shelbourne,free transfer,in,Summer,NA,Championship,2006,2006/2007
Coventry City,Faysal El Idrissi,28,Attacking Midfield,Saarbrücken,free transfer,in,Summer,NA,Championship,2006,2006/2007
Coventry City,Wayne Andrews,28,attack,Crystal Palace,free transfer,in,Summer,NA,Championship,2006,2006/2007
Coventry City,Andy Marshall,31,Goalkeeper,Millwall,free transfer,in,Summer,NA,Championship,2006,2006/2007
Coventry City,Mikkel Bischoff,24,Centre-Back,Man City,free transfer,in,Summer,NA,Championship,2006,2006/2007
Coventry City,Clive Clarke,26,Left-Back,Sunderland,loan transfer,in,Summer,NA,Championship,2006,2006/2007
Coventry City,Richard Duffy,21,Centre-Back,Portsmouth,loan transfer,in,Summer,NA,Championship,2006,2006/2007
Coventry City,Luke Steele,21,Centre-Forward,Man Utd,loan transfer,in,Summer,NA,Championship,2006,2006/2007
Coventry City,Adam Virgo,23,Centre-Back,Celtic,loan transfer,in,Summer,NA,Championship,2006,2006/2007
Coventry City,Cameron Belford,17,Goalkeeper,Coventry U18,-,in,Summer,0,Championship,2006,2006/2007
Coventry City,Ben Turner,17,Centre-Back,Coventry U18,-,in,Summer,0,Championship,2006,2006/2007
Coventry City,Ryan Lynch,20,defence,Tamworth,"End of loanMay 1, 2007",in,Summer,0,Championship,2006,2006/2007
Coventry City,Gary McSheffrey,24,Left Winger,Birmingham,£5.40m,out,Summer,5.4,Championship,2006,2006/2007
Coventry City,James Scowcroft,30,Centre-Forward,Crystal Palace,£675Th.,out,Summer,0.675,Championship,2006,2006/2007
Coventry City,Luke Webb,19,Central Midfield,Hereford Utd.,free transfer,out,Summer,NA,Championship,2006,2006/2007
Coventry City,Claus Bech Jörgensen,30,Attacking Midfield,Blackpool,free transfer,out,Summer,NA,Championship,2006,2006/2007
Coventry City,Jonathan Tuffey,19,Goalkeeper,Partick Thistle,free transfer,out,Summer,NA,Championship,2006,2006/2007
Coventry City,Andy Morrell,31,Centre-Forward,Blackpool,free transfer,out,Summer,NA,Championship,2006,2006/2007
Coventry City,Graham Barrett,24,Centre-Forward,Falkirk,free transfer,out,Summer,NA,Championship,2006,2006/2007
Coventry City,Adrian Williams,34,Centre-Back,Swindon Town,free transfer,out,Summer,NA,Championship,2006,2006/2007
Coventry City,Clayton Ince,33,Goalkeeper,Walsall,free transfer,out,Summer,NA,Championship,2006,2006/2007
Coventry City,Dennis Wise,39,Attacking Midfield,Swindon Town,free transfer,out,Summer,NA,Championship,2006,2006/2007
Coventry City,Richard Shaw,37,Centre-Back,Millwall,free transfer,out,Summer,NA,Championship,2006,2006/2007
Coventry City,Isaac Osbourne,20,Defensive Midfield,Crewe Alexandra,loan transfer,out,Summer,NA,Championship,2006,2006/2007
Coventry City,Andy Whing,22,Right-Back,Brighton,loan transfer,out,Summer,NA,Championship,2006,2006/2007
Coventry City,Ben Turner,18,Centre-Back,Peterborough,loan transfer,out,Summer,NA,Championship,2006,2006/2007
Coventry City,Liam Davis,19,Left-Back,Peterborough,loan transfer,out,Summer,NA,Championship,2006,2006/2007
Coventry City,Faysal El Idrissi,28,Attacking Midfield,Without Club,-,out,Summer,0,Championship,2006,2006/2007
Coventry City,Craig Reid,20,Centre-Forward,Without Club,-,out,Summer,0,Championship,2006,2006/2007
Coventry City,Andy Impey,34,Defensive Midfield,Retired,-,out,Summer,0,Championship,2006,2006/2007
Coventry City,Luke Steele,21,Centre-Forward,Man Utd,"End of loanAug 1, 2006",out,Summer,0,Championship,2006,2006/2007
Coventry City,Luke Steele,22,Centre-Forward,West Brom,"End of loanMay 1, 2007",out,Summer,0,Championship,2006,2006/2007
Coventry City,Adam Virgo,24,Centre-Back,Celtic,"End of loanMay 1, 2007",out,Summer,0,Championship,2006,2006/2007
Coventry City,Márton Fülöp,23,Goalkeeper,Spurs,"End of loanJun 30, 2006",out,Summer,0,Championship,2006,2006/2007
Crystal Palace,Shefki Kuqi,29,Centre-Forward,Blackburn,£3.38m,in,Summer,3.38,Championship,2006,2006/2007
Crystal Palace,Leon Cort,26,Centre-Back,Hull City,£1.35m,in,Summer,1.35,Championship,2006,2006/2007
Crystal Palace,Scott Flinders,20,Goalkeeper,Barnsley FC,£1.01m,in,Summer,1.01,Championship,2006,2006/2007
Crystal Palace,James Scowcroft,30,Centre-Forward,Coventry,£675Th.,in,Summer,0.675,Championship,2006,2006/2007
Crystal Palace,Carl Fletcher,26,Defensive Midfield,West Ham,£540Th.,in,Summer,0.54,Championship,2006,2006/2007
Crystal Palace,Stuart Green,25,Right Winger,Hull City,£108Th.,in,Summer,0.108,Championship,2006,2006/2007
Crystal Palace,Mark Kennedy,30,Left-Back,Wolves,free transfer,in,Summer,NA,Championship,2006,2006/2007
Crystal Palace,Matt Lawrence,32,Centre-Back,Millwall,free transfer,in,Summer,NA,Championship,2006,2006/2007
Crystal Palace,Charlie Sheringham,18,Centre-Forward,Ipswich U18,free transfer,in,Summer,NA,Championship,2006,2006/2007
Crystal Palace,Sándor Torghelle,24,Centre-Forward,Panathinaikos,"End of loanJun 30, 2006",in,Summer,0,Championship,2006,2006/2007
Crystal Palace,Lewwis Spence,18,Attacking Midfield,Palace U18,-,in,Summer,0,Championship,2006,2006/2007
Crystal Palace,Ryan Hall,18,Left Midfield,Palace U18,-,in,Summer,0,Championship,2006,2006/2007
Crystal Palace,David Wilkinson,18,Goalkeeper,Palace U18,-,in,Summer,0,Championship,2006,2006/2007
Crystal Palace,Scott Flinders,20,Goalkeeper,Gillingham FC,"End of loanOct 22, 2006",in,Summer,0,Championship,2006,2006/2007
Crystal Palace,Lewis Grabban,18,Centre-Forward,Oldham Athletic,"End of loanOct 10, 2006",in,Summer,0,Championship,2006,2006/2007
Crystal Palace,Scott Flinders,20,Goalkeeper,Brighton,"End of loanMay 31, 2007",in,Summer,0,Championship,2006,2006/2007
Crystal Palace,Andy Johnson,25,Centre-Forward,Everton,£9.90m,out,Summer,9.9,Championship,2006,2006/2007
Crystal Palace,Fitz Hall,25,Centre-Back,Wigan,£4.05m,out,Summer,4.05,Championship,2006,2006/2007
Crystal Palace,Emmerson Boyce,26,Right-Back,Wigan,£1.35m,out,Summer,1.35,Championship,2006,2006/2007
Crystal Palace,Mikele Leigertwood,23,Defensive Midfield,Sheff Utd,£675Th.,out,Summer,0.675,Championship,2006,2006/2007
Crystal Palace,Sándor Torghelle,24,Centre-Forward,Panathinaikos,£450Th.,out,Summer,0.45,Championship,2006,2006/2007
Crystal Palace,Sam Togwell,21,Defensive Midfield,Barnsley FC,£68Th.,out,Summer,0.068,Championship,2006,2006/2007
Crystal Palace,Anthony Danze,22,midfield,Inglewood Utd,free transfer,out,Summer,NA,Championship,2006,2006/2007
Crystal Palace,Aki Riihilahti,29,Defensive Midfield,1.FC K'lautern,free transfer,out,Summer,NA,Championship,2006,2006/2007
Crystal Palace,Wayne Andrews,28,attack,Coventry,free transfer,out,Summer,NA,Championship,2006,2006/2007
Crystal Palace,Anthony Popovic,32,Centre-Back,Al-Arabi SC,free transfer,out,Summer,NA,Championship,2006,2006/2007
Crystal Palace,Lewis Grabban,18,Centre-Forward,Oldham Athletic,loan transfer,out,Summer,NA,Championship,2006,2006/2007
Crystal Palace,Jon Macken,28,Centre-Forward,Ipswich,loan transfer,out,Summer,NA,Championship,2006,2006/2007
Crystal Palace,Scott Flinders,20,Goalkeeper,Gillingham FC,loan transfer,out,Summer,NA,Championship,2006,2006/2007
Derby County,Steve Howard,30,Centre-Forward,Luton,£1.44m,in,Summer,1.44,Championship,2006,2006/2007
Derby County,Stephen Pearson,23,Central Midfield,Celtic,£1.01m,in,Summer,1.01,Championship,2006,2006/2007
Derby County,Stephen Bywater,25,Goalkeeper,West Ham,£675Th.,in,Summer,0.675,Championship,2006,2006/2007
Derby County,Dean Leacock,22,Centre-Back,Fulham,£509Th.,in,Summer,0.509,Championship,2006,2006/2007
Derby County,Bob Malcolm,25,Centre-Back,Rangers,free transfer,in,Summer,NA,Championship,2006,2006/2007
Derby County,Mohammed Camara,31,Left-Back,Celtic,free transfer,in,Summer,NA,Championship,2006,2006/2007
Derby County,Ryan Smith,19,Left Winger,Arsenal,free transfer,in,Summer,NA,Championship,2006,2006/2007
Derby County,Matt Oakley,28,Defensive Midfield,Southampton,free transfer,in,Summer,NA,Championship,2006,2006/2007
Derby County,Arturo Lupoli,19,Centre-Forward,Arsenal,loan transfer,in,Summer,NA,Championship,2006,2006/2007
Derby County,Jon Stead,23,Centre-Forward,Sunderland,loan transfer,in,Summer,NA,Championship,2006,2006/2007
Derby County,James Meredith,18,Left-Back,Derby U18,-,in,Summer,0,Championship,2006,2006/2007
Derby County,Theo Streete,18,Centre-Back,Derby U18,-,in,Summer,0,Championship,2006,2006/2007
Derby County,Tommy Smith,26,Centre-Forward,Watford,£653Th.,out,Summer,0.653,Championship,2006,2006/2007
Derby County,Iñigo Idiakez,32,Attacking Midfield,Southampton,£338Th.,out,Summer,0.338,Championship,2006,2006/2007
Derby County,Jeff Kenna,35,Right-Back,Kidderminster,free transfer,out,Summer,NA,Championship,2006,2006/2007
Derby County,Paul Thirlwell,27,Defensive Midfield,Carlisle United,free transfer,out,Summer,NA,Championship,2006,2006/2007
Derby County,Kevin Poole,43,Goalkeeper,Burton Albion,free transfer,out,Summer,NA,Championship,2006,2006/2007
Derby County,Tomasz Hajto,33,Centre-Back,LKS Lodz,free transfer,out,Summer,NA,Championship,2006,2006/2007
Derby County,Pablo Mills,22,Centre-Back,Rotherham,free transfer,out,Summer,NA,Championship,2006,2006/2007
Derby County,Theo Streete,18,Centre-Back,Doncaster,loan transfer,out,Summer,NA,Championship,2006,2006/2007
Derby County,James Meredith,18,Left-Back,Cambridge Utd.,loan transfer,out,Summer,NA,Championship,2006,2006/2007
Derby County,Lewin Nyatanga,18,Centre-Back,Sunderland,loan transfer,out,Summer,NA,Championship,2006,2006/2007
Derby County,Lee Camp,22,Goalkeeper,Norwich,loan transfer,out,Summer,NA,Championship,2006,2006/2007
Derby County,Lee Holmes,19,Left Winger,Bradford,loan transfer,out,Summer,NA,Championship,2006,2006/2007
Derby County,Nathan Doyle,19,Defensive Midfield,Bradford,loan transfer,out,Summer,NA,Championship,2006,2006/2007
Derby County,Karl Ashton,17,Centre-Forward,Retired,-,out,Summer,0,Championship,2006,2006/2007
Derby County,Arturo Lupoli,19,Centre-Forward,Arsenal,"End of loanMay 1, 2007",out,Summer,0,Championship,2006,2006/2007
Derby County,Darren Currie,32,midfield,Ipswich,"End of loanMay 31, 2007",out,Summer,0,Championship,2006,2006/2007
Leeds United,Kevin Nicholls,27,Right Midfield,Luton,£1.02m,in,Summer,1.02,Championship,2006,2006/2007
Leeds United,Ian Westlake,22,Defensive Midfield,Ipswich,£945Th.,in,Summer,0.945,Championship,2006,2006/2007
Leeds United,David Livermore,26,Central Midfield,Millwall,£540Th.,in,Summer,0.54,Championship,2006,2006/2007
Leeds United,Sébastien Carole,23,Right Winger,Brighton,free transfer,in,Summer,NA,Championship,2006,2006/2007
Leeds United,Jonathan Douglas,24,Central Midfield,Blackburn,free transfer,in,Summer,NA,Championship,2006,2006/2007
Leeds United,Alan Wright,35,Left-Back,Sheff Utd,loan transfer,in,Summer,NA,Championship,2006,2006/2007
Leeds United,Adam Johnson,19,Right Winger,Middlesbrough,loan transfer,in,Summer,NA,Championship,2006,2006/2007
Leeds United,Graham Stack,25,Goalkeeper,Reading,loan transfer,in,Summer,NA,Championship,2006,2006/2007
Leeds United,Tony Warner,32,Goalkeeper,Fulham,loan transfer,in,Summer,NA,Championship,2006,2006/2007
Leeds United,Geoff Horsfield,32,Centre-Forward,Sheff Utd,loan transfer,in,Summer,NA,Championship,2006,2006/2007
Leeds United,Jonathan Howson,18,Central Midfield,Leeds U18,-,in,Summer,0,Championship,2006,2006/2007
Leeds United,Simon Madden,18,Right-Back,Leeds U18,-,in,Summer,0,Championship,2006,2006/2007
Leeds United,Robert Bayly,18,Attacking Midfield,Leeds U18,-,in,Summer,0,Championship,2006,2006/2007
Leeds United,Ben Parker,18,Left-Back,Leeds U18,-,in,Summer,0,Championship,2006,2006/2007
Leeds United,Hayden Foxe,29,Centre-Back,Career break,-,in,Summer,0,Championship,2006,2006/2007
Leeds United,Ben Parker,19,Left-Back,Bradford,"End of loanMay 6, 2007",in,Summer,0,Championship,2006,2006/2007
Leeds United,Rob Hulse,26,Centre-Forward,Sheff Utd,£3.11m,out,Summer,3.11,Championship,2006,2006/2007
Leeds United,Simon Walton,18,Central Midfield,Charlton,£608Th.,out,Summer,0.608,Championship,2006,2006/2007
