club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
Real Sociedad,Diego Rivas,26,Central Midfield,Getafe,£3.15m,in,Summer,3.15,Primera Division,2006,2006/2007
Real Sociedad,Claudio Bravo,23,Goalkeeper,Colo Colo,£1.08m,in,Summer,1.08,Primera Division,2006,2006/2007
Real Sociedad,Fábio Felicio,24,Central Midfield,Leiria,£270Th.,in,Summer,0.27,Primera Division,2006,2006/2007
Real Sociedad,Juanito,26,Defensive Midfield,Alavés,free transfer,in,Summer,NA,Primera Division,2006,2006/2007
Real Sociedad,Gerardo,31,Right-Back,Málaga CF,free transfer,in,Summer,NA,Primera Division,2006,2006/2007
Real Sociedad,Jesuli,28,Attacking Midfield,Sevilla FC,loan transfer,in,Summer,NA,Primera Division,2006,2006/2007
Real Sociedad,Mikel González,20,Centre-Back,Real Sociedad B,-,in,Summer,0,Primera Division,2006,2006/2007
Real Sociedad,Markel Bergara,21,Defensive Midfield,Real Sociedad B,-,in,Summer,0,Primera Division,2006,2006/2007
Real Sociedad,Rossato,28,Left-Back,SC Braga,"End of loanJun 30, 2006",in,Summer,0,Primera Division,2006,2006/2007
Real Sociedad,Sebastián Romero,26,Right Midfield,CA Banfield,"End of loanJun 5, 2006",in,Summer,0,Primera Division,2006,2006/2007
Real Sociedad,Nihat Kahveci,26,Centre-Forward,Villarreal,free transfer,out,Summer,NA,Primera Division,2006,2006/2007
Real Sociedad,Igor Gabilondo,27,Left Midfield,Athletic,free transfer,out,Summer,NA,Primera Division,2006,2006/2007
Real Sociedad,Juan Domínguez,22,Attacking Midfield,Real Unión,free transfer,out,Summer,NA,Primera Division,2006,2006/2007
Real Sociedad,Jérémie Bréchet,26,Centre-Back,FC Sochaux,free transfer,out,Summer,NA,Primera Division,2006,2006/2007
Real Sociedad,Óscar de Paula,31,Centre-Forward,Cádiz CF,free transfer,out,Summer,NA,Primera Division,2006,2006/2007
Real Sociedad,Alberto López,37,Goalkeeper,Real Valladolid,free transfer,out,Summer,NA,Primera Division,2006,2006/2007
Real Sociedad,José Javier Barkero,27,Attacking Midfield,Albacete,?,out,Summer,NA,Primera Division,2006,2006/2007
Real Sociedad,Sebastián Romero,26,Right Midfield,Racing Club,?,out,Summer,NA,Primera Division,2006,2006/2007
Real Sociedad,Sergio Boris,26,Centre-Back,CD Numancia,?,out,Summer,NA,Primera Division,2006,2006/2007
Real Sociedad,Gorka Larrea,22,Central Midfield,UD Almería,loan transfer,out,Summer,NA,Primera Division,2006,2006/2007
Real Sociedad,Mark González,21,Left Winger,Liverpool,"End of loanJun 30, 2006",out,Summer,0,Primera Division,2006,2006/2007
Gimnàstic de Tarragona,Gil,25,Centre-Forward,Cruzeiro,£720Th.,in,Summer,0.72,Primera Division,2006,2006/2007
Gimnàstic de Tarragona,Óscar López,26,Right-Back,Real Betis,Loan fee:£180Th.,in,Summer,0.18,Primera Division,2006,2006/2007
