club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
Atalanta BC,Duván Zapata,27,Centre-Forward,Sampdoria,Loan fee:£12.60m,in,Summer,12.6,Serie A,2018,2018/2019
Atalanta BC,Bryan Cristante,23,Central Midfield,Benfica,£8.55m,in,Summer,8.55,Serie A,2018,2018/2019
Atalanta BC,Davide Bettella,18,Centre-Back,Inter,£6.30m,in,Summer,6.3,Serie A,2018,2018/2019
Atalanta BC,Marco Carraro,20,Defensive Midfield,Inter,£4.50m,in,Summer,4.5,Serie A,2018,2018/2019
Atalanta BC,Marco Tumminello,19,Centre-Forward,AS Roma,£4.50m,in,Summer,4.5,Serie A,2018,2018/2019
Atalanta BC,Pierluigi Gollini,23,Goalkeeper,Aston Villa,£3.96m,in,Summer,3.96,Serie A,2018,2018/2019
Atalanta BC,Arkadiusz Reca,23,Left-Back,Wisla Plock,£3.33m,in,Summer,3.33,Serie A,2018,2018/2019
Atalanta BC,Marco Varnier,20,Centre-Back,Cittadella,Loan fee:£2.70m,in,Summer,2.7,Serie A,2018,2018/2019
Atalanta BC,Mario Pasalic,23,Central Midfield,Chelsea,Loan fee:£2.25m,in,Summer,2.25,Serie A,2018,2018/2019
Atalanta BC,Emiliano Rigoni,25,Right Winger,Zenit S-Pb,Loan fee:£900Th.,in,Summer,0.9,Serie A,2018,2018/2019
Atalanta BC,Matteo Salvi,19,Centre-Back,AC Pisa,£45Th.,in,Summer,0.045,Serie A,2018,2018/2019
Atalanta BC,Ali Adnan,24,Left-Back,Udinese Calcio,loan transfer,in,Summer,NA,Serie A,2018,2018/2019
Atalanta BC,Jasmin Kurtic,29,Central Midfield,SPAL,£4.77m,out,Summer,4.77,Serie A,2018,2018/2019
Atalanta BC,Bryan Cristante,23,Central Midfield,AS Roma,Loan fee:£4.50m,out,Summer,4.5,Serie A,2018,2018/2019
Atalanta BC,Alberto Paloschi,28,Centre-Forward,SPAL,£3.60m,out,Summer,3.6,Serie A,2018,2018/2019
Atalanta BC,Leonardo Spinazzola,25,Left-Back,Juventus,"End of loanJun 30, 2018",out,Summer,0,Serie A,2018,2018/2019
Atalanta BC,Andrea Petagna,23,Centre-Forward,SPAL,Loan fee:£2.70m,out,Summer,2.7,Serie A,2018,2018/2019
Atalanta BC,Andreas Cornelius,25,Centre-Forward,G. Bordeaux,Loan fee:£1.25m,out,Summer,1.25,Serie A,2018,2018/2019
Atalanta BC,Federico Mattiello,23,Right-Back,Bologna,Loan fee:£900Th.,out,Summer,0.9,Serie A,2018,2018/2019
Atalanta BC,Simone Emmanuello,24,Central Midfield,Juventus U23,£765Th.,out,Summer,0.765,Serie A,2018,2018/2019
Atalanta BC,Marco Sportiello,26,Goalkeeper,Frosinone,Loan fee:£270Th.,out,Summer,0.27,Serie A,2018,2018/2019
Atalanta BC,Giuseppe De Luca,26,Centre-Forward,Virtus Entella,£225Th.,out,Summer,0.225,Serie A,2018,2018/2019
Atalanta BC,Valerio Nava,24,Left-Back,Pro Piacenza,free transfer,out,Summer,NA,Serie A,2018,2018/2019
Atalanta BC,Janis Cavagna,23,Defensive Midfield,Reggio Audace,free transfer,out,Summer,NA,Serie A,2018,2018/2019
Atalanta BC,Salvatore Molina,26,Right Midfield,Crotone,free transfer,out,Summer,NA,Serie A,2018,2018/2019
Atalanta BC,Davide Merelli,22,Goalkeeper,Padova,free transfer,out,Summer,NA,Serie A,2018,2018/2019
Atalanta BC,Antonio Palma,24,Central Midfield,Giana Erminio,free transfer,out,Summer,NA,Serie A,2018,2018/2019
Atalanta BC,Alex Redolfi,24,Centre-Back,Reggina,free transfer,out,Summer,NA,Serie A,2018,2018/2019
Atalanta BC,Michele Canini,33,Centre-Back,Feralpisalò,free transfer,out,Summer,NA,Serie A,2018,2018/2019
Atalanta BC,Ákos Kecskés,22,Centre-Back,FC Lugano,free transfer,out,Summer,NA,Serie A,2018,2018/2019
Atalanta BC,Michele Messina,22,Centre-Back,Viterbese,free transfer,out,Summer,NA,Serie A,2018,2018/2019
Atalanta BC,Stefano Cason,22,Centre-Back,V. Francavilla,free transfer,out,Summer,NA,Serie A,2018,2018/2019
Atalanta BC,Luca Milesi,25,Centre-Back,Pro Vercelli,free transfer,out,Summer,NA,Serie A,2018,2018/2019
Atalanta BC,Mario Pugliese,22,Central Midfield,Carrarese,loan transfer,out,Summer,NA,Serie A,2018,2018/2019
Atalanta BC,Stefano Mazzini,19,Goalkeeper,Carrarese,loan transfer,out,Summer,NA,Serie A,2018,2018/2019
Atalanta BC,Tommaso Tentoni,21,Central Midfield,Alessandria,loan transfer,out,Summer,NA,Serie A,2018,2018/2019
Atalanta BC,Giacomo Parigi,22,Centre-Forward,Paganese,loan transfer,out,Summer,NA,Serie A,2018,2018/2019
Atalanta BC,Matteo Salvi,19,Centre-Back,SPAL U19,loan transfer,out,Summer,NA,Serie A,2018,2018/2019
Atalanta BC,Tiziano Tulissi,20,Right Winger,Reggina,loan transfer,out,Summer,NA,Serie A,2018,2018/2019
Atalanta BC,Alberto Dossena,19,Centre-Back,Pistoiese,loan transfer,out,Summer,NA,Serie A,2018,2018/2019
