club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
FC Porto,Hulk,22,Centre-Forward,Tokyo Verdy,£17.10m,in,Summer,17.1,Liga Nos,2008,2008/2009
FC Porto,Cristian Rodríguez,22,Central Midfield,Paris SG,£6.30m,in,Summer,6.3,Liga Nos,2008,2008/2009
FC Porto,Pelé,20,Central Midfield,Inter,£5.40m,in,Summer,5.4,Liga Nos,2008,2008/2009
FC Porto,Cristian Sapunaru,24,Centre-Back,Rapid Bucharest,£4.50m,in,Summer,4.5,Liga Nos,2008,2008/2009
FC Porto,Mariano González,27,Right Midfield,US Palermo,£2.88m,in,Summer,2.88,Liga Nos,2008,2008/2009
FC Porto,Tomás Costa,23,Defensive Midfield,Rosario Central,£2.88m,in,Summer,2.88,Liga Nos,2008,2008/2009
FC Porto,Nelson Benítez,24,Left-Back,Lanús,£900Th.,in,Summer,0.9,Liga Nos,2008,2008/2009
FC Porto,Fredy Guarín,22,Central Midfield,Saint-Étienne,£900Th.,in,Summer,0.9,Liga Nos,2008,2008/2009
FC Porto,Rolando,22,Centre-Back,Belenenses,£855Th.,in,Summer,0.855,Liga Nos,2008,2008/2009
FC Porto,Pedro Moreira,19,Central Midfield,Boavista,?,in,Summer,NA,Liga Nos,2008,2008/2009
FC Porto,Maxi Asís,21,Second Striker,Boca Juniors II,loan transfer,in,Summer,NA,Liga Nos,2008,2008/2009
FC Porto,Federico Scoppa,20,Defensive Midfield,Boca Juniors II,loan transfer,in,Summer,NA,Liga Nos,2008,2008/2009
FC Porto,Diogo Viana,19,Right-Back,FC Porto U19,-,in,Summer,0,Liga Nos,2008,2008/2009
FC Porto,André Pinto,18,Centre-Back,FC Porto U19,-,in,Summer,0,Liga Nos,2008,2008/2009
FC Porto,Tengarrinha,19,Defensive Midfield,FC Porto U19,-,in,Summer,0,Liga Nos,2008,2008/2009
FC Porto,Paulo Machado,22,Central Midfield,Leixões,"End of loanJun 1, 2008",in,Summer,0,Liga Nos,2008,2008/2009
FC Porto,Wason Rentería,22,Centre-Forward,R. Strasbourg,"End of loanJun 30, 2008",in,Summer,0,Liga Nos,2008,2008/2009
FC Porto,Ukra,20,Right Winger,Varzim,"End of loanJun 30, 2008",in,Summer,0,Liga Nos,2008,2008/2009
FC Porto,Cláudio Pitbull,26,Centre-Forward,Vitória Setúbal,"End of loanJun 1, 2008",in,Summer,0,Liga Nos,2008,2008/2009
FC Porto,Jorge Monteiro,19,Left Winger,GD Ribeirão,"End of loanJun 30, 2008",in,Summer,0,Liga Nos,2008,2008/2009
FC Porto,Fatih Sonkaya,26,Right-Back,Roda JC,"End of loanJun 30, 2008",in,Summer,0,Liga Nos,2008,2008/2009
FC Porto,Rui Pedro,19,Attacking Midfield,CF Estrela,"End of loanJun 30, 2008",in,Summer,0,Liga Nos,2008,2008/2009
FC Porto,Alan,28,Right Winger,Vit. Guimarães,"End of loanJun 30, 2008",in,Summer,0,Liga Nos,2008,2008/2009
FC Porto,Hélder Postiga,25,Centre-Forward,Panathinaikos,"End of loanJun 30, 2008",in,Summer,0,Liga Nos,2008,2008/2009
FC Porto,Fernando,20,Defensive Midfield,CF Estrela,"End of loanJun 30, 2008",in,Summer,0,Liga Nos,2008,2008/2009
FC Porto,Vieirinha,22,Left-Back,Leixões,"End of loanJun 30, 2008",in,Summer,0,Liga Nos,2008,2008/2009
FC Porto,João Pedro,20,Centre-Back,Penafiel,"End of loanJun 30, 2008",in,Summer,0,Liga Nos,2008,2008/2009
FC Porto,Edgar Silva,21,Centre-Forward,Coimbra,"End of loanJun 30, 2008",in,Summer,0,Liga Nos,2008,2008/2009
FC Porto,Daniel Candeias,20,Right Winger,Varzim,"End of loanJun 30, 2008",in,Summer,0,Liga Nos,2008,2008/2009
FC Porto,Bruno Vale,25,Goalkeeper,Varzim,"End of loanJun 30, 2008",in,Summer,0,Liga Nos,2008,2008/2009
FC Porto,Ezequias,27,Left-Back,Leixões,"End of loanJun 30, 2008",in,Summer,0,Liga Nos,2008,2008/2009
FC Porto,Bura,19,Centre-Back,GD Ribeirão,"End of loanJun 30, 2008",in,Summer,0,Liga Nos,2008,2008/2009
FC Porto,Nuno André Coelho,22,Centre-Back,Portimonense,"End of loanJun 30, 2008",in,Summer,0,Liga Nos,2008,2008/2009
FC Porto,Zequinha,21,Second Striker,Gondomar,"End of loanJun 30, 2008",in,Summer,0,Liga Nos,2008,2008/2009
FC Porto,Ivanildo,22,Right Winger,Coimbra,"End of loanJun 30, 2008",in,Summer,0,Liga Nos,2008,2008/2009
FC Porto,Edson Henrique,20,Centre-Back,Belenenses,"End of loanJun 30, 2008",in,Summer,0,Liga Nos,2008,2008/2009
FC Porto,Ricardo Quaresma,24,Right Winger,Inter,£22.14m,out,Summer,22.14,Liga Nos,2008,2008/2009
FC Porto,Bosingwa,25,Right-Back,Chelsea,£18.45m,out,Summer,18.45,Liga Nos,2008,2008/2009
FC Porto,Paulo Assunção,28,Defensive Midfield,Atlético Madrid,£2.70m,out,Summer,2.7,Liga Nos,2008,2008/2009
FC Porto,Hélder Postiga,25,Centre-Forward,Sporting CP,£2.25m,out,Summer,2.25,Liga Nos,2008,2008/2009
