club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
Dinamo Moscow,Vladimir Gabulov,24,Goalkeeper,Kuban Krasnodar,£2.25m,in,Summer,2.25,Premier Liga,2008,2008/2009
Dinamo Moscow,Luke Wilkshire,26,Right-Back,Twente FC,£1.98m,in,Summer,1.98,Premier Liga,2008,2008/2009
Dinamo Moscow,Aleksandr Kokorin,17,Centre-Forward,Dynamo M II,-,in,Summer,0,Premier Liga,2008,2008/2009
Dinamo Moscow,Danny,25,Attacking Midfield,Zenit S-Pb,£27.00m,out,Summer,27,Premier Liga,2008,2008/2009
Spartak Moscow,Ivan Saenko,24,Right Winger,1.FC Nuremberg,£2.70m,in,Summer,2.7,Premier Liga,2008,2008/2009
Spartak Moscow,Clemente Rodríguez,26,Left-Back,Espanyol,"End of loanJun 30, 2008",in,Summer,0,Premier Liga,2008,2008/2009
Spartak Moscow,Quincy Owusu-Abeyie,23,Left Winger,Cardiff,"End of loanMay 1, 2009",in,Summer,0,Premier Liga,2008,2008/2009
Spartak Moscow,Roman Pavlyuchenko,26,Centre-Forward,Spurs,£15.66m,out,Summer,15.66,Premier Liga,2008,2008/2009
Spartak Moscow,Quincy Owusu-Abeyie,22,Left Winger,Birmingham,Loan fee:£720Th.,out,Summer,0.72,Premier Liga,2008,2008/2009
Spartak Moscow,Florin Soava,29,Centre-Back,Khimki,£180Th.,out,Summer,0.18,Premier Liga,2008,2008/2009
Spartak Moscow,Maksym Kalinichenko,29,Left Midfield,Dnipro,free transfer,out,Summer,NA,Premier Liga,2008,2008/2009
Spartak Moscow,Egor Titov,32,Attacking Midfield,Khimki,free transfer,out,Summer,NA,Premier Liga,2008,2008/2009
Spartak Moscow,Renat Sabitov,23,Centre-Back,Khimki,loan transfer,out,Summer,NA,Premier Liga,2008,2008/2009
Lokomotiv Moscow,Marko Basa,25,Centre-Back,Le Mans UC 72,£4.95m,in,Summer,4.95,Premier Liga,2008,2008/2009
